component_id_dec,component_id_hex,graphics_bank,source_addr,top_row_bytes,bottom_row_bytes,nonzero_bytes,referenced_by_gobj_metadata,example_gobj_ids,replacement_risk
729,$2D9,$8A,$8AE640,$8AE640-$8AE67F,$8AE840-$8AE87F,124,0,,unknown
730,$2DA,$8A,$8AE680,$8AE680-$8AE6BF,$8AE880-$8AE8BF,94,0,,unknown
731,$2DB,$8A,$8AE6C0,$8AE6C0-$8AE6FF,$8AE8C0-$8AE8FF,59,0,,unknown
732,$2DC,$8A,$8AE700,$8AE700-$8AE73F,$8AE900-$8AE93F,79,0,,unknown
733,$2DD,$8A,$8AE740,$8AE740-$8AE77F,$8AE940-$8AE97F,70,0,,unknown
734,$2DE,$8A,$8AE780,$8AE780-$8AE7BF,$8AE980-$8AE9BF,60,0,,unknown
735,$2DF,$8A,$8AE7C0,$8AE7C0-$8AE7FF,$8AE9C0-$8AE9FF,88,0,,unknown
736,$2E0,$8A,$8AE800,$8AE800-$8AE83F,$8AEA00-$8AEA3F,96,0,,unknown
737,$2E1,$8A,$8AE840,$8AE840-$8AE87F,$8AEA40-$8AEA7F,116,0,,unknown
738,$2E2,$8A,$8AE880,$8AE880-$8AE8BF,$8AEA80-$8AEABF,62,0,,unknown
739,$2E3,$8A,$8AE8C0,$8AE8C0-$8AE8FF,$8AEAC0-$8AEAFF,46,0,,unknown
740,$2E4,$8A,$8AE900,$8AE900-$8AE93F,$8AEB00-$8AEB3F,33,0,,unknown
741,$2E5,$8A,$8AE940,$8AE940-$8AE97F,$8AEB40-$8AEB7F,100,0,,unknown
742,$2E6,$8A,$8AE980,$8AE980-$8AE9BF,$8AEB80-$8AEBBF,54,0,,unknown
743,$2E7,$8A,$8AE9C0,$8AE9C0-$8AE9FF,$8AEBC0-$8AEBFF,102,0,,unknown
744,$2E8,$8A,$8AEA00,$8AEA00-$8AEA3F,$8AEC00-$8AEC3F,73,0,,unknown
745,$2E9,$8A,$8AEA40,$8AEA40-$8AEA7F,$8AEC40-$8AEC7F,98,0,,unknown
746,$2EA,$8A,$8AEA80,$8AEA80-$8AEABF,$8AEC80-$8AECBF,63,0,,unknown
747,$2EB,$8A,$8AEAC0,$8AEAC0-$8AEAFF,$8AECC0-$8AECFF,19,0,,unknown
748,$2EC,$8A,$8AEB00,$8AEB00-$8AEB3F,$8AED00-$8AED3F,20,0,,unknown
749,$2ED,$8A,$8AEB40,$8AEB40-$8AEB7F,$8AED40-$8AED7F,120,0,,unknown
750,$2EE,$8A,$8AEB80,$8AEB80-$8AEBBF,$8AED80-$8AEDBF,63,0,,unknown
751,$2EF,$8A,$8AEBC0,$8AEBC0-$8AEBFF,$8AEDC0-$8AEDFF,99,0,,unknown
752,$2F0,$8A,$8AEC00,$8AEC00-$8AEC3F,$8AEE00-$8AEE3F,78,0,,unknown
753,$2F1,$8A,$8AEC40,$8AEC40-$8AEC7F,$8AEE40-$8AEE7F,94,0,,unknown
754,$2F2,$8A,$8AEC80,$8AEC80-$8AECBF,$8AEE80-$8AEEBF,124,0,,unknown
755,$2F3,$8A,$8AECC0,$8AECC0-$8AECFF,$8AEEC0-$8AEEFF,50,0,,unknown
756,$2F4,$8A,$8AED00,$8AED00-$8AED3F,$8AEF00-$8AEF3F,15,0,,unknown
757,$2F5,$8A,$8AED40,$8AED40-$8AED7F,$8AEF40-$8AEF7F,108,0,,unknown
758,$2F6,$8A,$8AED80,$8AED80-$8AEDBF,$8AEF80-$8AEFBF,61,0,,unknown
759,$2F7,$8A,$8AEDC0,$8AEDC0-$8AEDFF,$8AEFC0-$8AEFFF,74,0,,unknown
760,$2F8,$8A,$8AEE00,$8AEE00-$8AEE3F,$8AF000-$8AF03F,109,0,,unknown
761,$2F9,$8A,$8AEE40,$8AEE40-$8AEE7F,$8AF040-$8AF07F,116,0,,unknown
762,$2FA,$8A,$8AEE80,$8AEE80-$8AEEBF,$8AF080-$8AF0BF,92,0,,unknown
763,$2FB,$8A,$8AEEC0,$8AEEC0-$8AEEFF,$8AF0C0-$8AF0FF,89,0,,unknown
764,$2FC,$8A,$8AEF00,$8AEF00-$8AEF3F,$8AF100-$8AF13F,12,0,,unknown
765,$2FD,$8A,$8AEF40,$8AEF40-$8AEF7F,$8AF140-$8AF17F,84,0,,unknown
766,$2FE,$8A,$8AEF80,$8AEF80-$8AEFBF,$8AF180-$8AF1BF,36,0,,unknown
767,$2FF,$8A,$8AEFC0,$8AEFC0-$8AEFFF,$8AF1C0-$8AF1FF,31,0,,unknown
768,$300,$8B,$8B8000,$8B8000-$8B803F,$8B8200-$8B823F,35,0,,unknown
769,$301,$8B,$8B8040,$8B8040-$8B807F,$8B8240-$8B827F,46,0,,unknown
770,$302,$8B,$8B8080,$8B8080-$8B80BF,$8B8280-$8B82BF,46,0,,unknown
771,$303,$8B,$8B80C0,$8B80C0-$8B80FF,$8B82C0-$8B82FF,31,0,,unknown
772,$304,$8B,$8B8100,$8B8100-$8B813F,$8B8300-$8B833F,37,0,,unknown
773,$305,$8B,$8B8140,$8B8140-$8B817F,$8B8340-$8B837F,56,0,,unknown
774,$306,$8B,$8B8180,$8B8180-$8B81BF,$8B8380-$8B83BF,31,0,,unknown
775,$307,$8B,$8B81C0,$8B81C0-$8B81FF,$8B83C0-$8B83FF,20,0,,unknown
776,$308,$8B,$8B8200,$8B8200-$8B823F,$8B8400-$8B843F,97,0,,unknown
777,$309,$8B,$8B8240,$8B8240-$8B827F,$8B8440-$8B847F,99,0,,unknown
778,$30A,$8B,$8B8280,$8B8280-$8B82BF,$8B8480-$8B84BF,61,0,,unknown
779,$30B,$8B,$8B82C0,$8B82C0-$8B82FF,$8B84C0-$8B84FF,72,0,,unknown
780,$30C,$8B,$8B8300,$8B8300-$8B833F,$8B8500-$8B853F,98,0,,unknown
781,$30D,$8B,$8B8340,$8B8340-$8B837F,$8B8540-$8B857F,115,0,,unknown
782,$30E,$8B,$8B8380,$8B8380-$8B83BF,$8B8580-$8B85BF,84,0,,unknown
783,$30F,$8B,$8B83C0,$8B83C0-$8B83FF,$8B85C0-$8B85FF,30,0,,unknown
784,$310,$8B,$8B8400,$8B8400-$8B843F,$8B8600-$8B863F,120,0,,unknown
785,$311,$8B,$8B8440,$8B8440-$8B847F,$8B8640-$8B867F,118,0,,unknown
786,$312,$8B,$8B8480,$8B8480-$8B84BF,$8B8680-$8B86BF,56,0,,unknown
787,$313,$8B,$8B84C0,$8B84C0-$8B84FF,$8B86C0-$8B86FF,71,0,,unknown
788,$314,$8B,$8B8500,$8B8500-$8B853F,$8B8700-$8B873F,110,0,,unknown
789,$315,$8B,$8B8540,$8B8540-$8B857F,$8B8740-$8B877F,111,0,,unknown
790,$316,$8B,$8B8580,$8B8580-$8B85BF,$8B8780-$8B87BF,91,0,,unknown
791,$317,$8B,$8B85C0,$8B85C0-$8B85FF,$8B87C0-$8B87FF,14,0,,unknown
792,$318,$8B,$8B8600,$8B8600-$8B863F,$8B8800-$8B883F,91,0,,unknown
793,$319,$8B,$8B8640,$8B8640-$8B867F,$8B8840-$8B887F,99,0,,unknown
794,$31A,$8B,$8B8680,$8B8680-$8B86BF,$8B8880-$8B88BF,41,0,,unknown
795,$31B,$8B,$8B86C0,$8B86C0-$8B86FF,$8B88C0-$8B88FF,45,0,,unknown
796,$31C,$8B,$8B8700,$8B8700-$8B873F,$8B8900-$8B893F,112,0,,unknown
797,$31D,$8B,$8B8740,$8B8740-$8B877F,$8B8940-$8B897F,87,0,,unknown
798,$31E,$8B,$8B8780,$8B8780-$8B87BF,$8B8980-$8B89BF,71,0,,unknown
799,$31F,$8B,$8B87C0,$8B87C0-$8B87FF,$8B89C0-$8B89FF,63,0,,unknown
800,$320,$8B,$8B8800,$8B8800-$8B883F,$8B8A00-$8B8A3F,70,0,,unknown
801,$321,$8B,$8B8840,$8B8840-$8B887F,$8B8A40-$8B8A7F,80,0,,unknown
802,$322,$8B,$8B8880,$8B8880-$8B88BF,$8B8A80-$8B8ABF,36,0,,unknown
803,$323,$8B,$8B88C0,$8B88C0-$8B88FF,$8B8AC0-$8B8AFF,64,0,,unknown
804,$324,$8B,$8B8900,$8B8900-$8B893F,$8B8B00-$8B8B3F,63,0,,unknown
805,$325,$8B,$8B8940,$8B8940-$8B897F,$8B8B40-$8B8B7F,71,0,,unknown
806,$326,$8B,$8B8980,$8B8980-$8B89BF,$8B8B80-$8B8BBF,59,0,,unknown
807,$327,$8B,$8B89C0,$8B89C0-$8B89FF,$8B8BC0-$8B8BFF,63,0,,unknown
808,$328,$8B,$8B8A00,$8B8A00-$8B8A3F,$8B8C00-$8B8C3F,79,0,,unknown
809,$329,$8B,$8B8A40,$8B8A40-$8B8A7F,$8B8C40-$8B8C7F,68,0,,unknown
810,$32A,$8B,$8B8A80,$8B8A80-$8B8ABF,$8B8C80-$8B8CBF,59,0,,unknown
811,$32B,$8B,$8B8AC0,$8B8AC0-$8B8AFF,$8B8CC0-$8B8CFF,102,0,,unknown
812,$32C,$8B,$8B8B00,$8B8B00-$8B8B3F,$8B8D00-$8B8D3F,62,0,,unknown
813,$32D,$8B,$8B8B40,$8B8B40-$8B8B7F,$8B8D40-$8B8D7F,99,0,,unknown
814,$32E,$8B,$8B8B80,$8B8B80-$8B8BBF,$8B8D80-$8B8DBF,42,0,,unknown
815,$32F,$8B,$8B8BC0,$8B8BC0-$8B8BFF,$8B8DC0-$8B8DFF,0,0,,lower_candidate
816,$330,$8B,$8B8C00,$8B8C00-$8B8C3F,$8B8E00-$8B8E3F,74,0,,unknown
817,$331,$8B,$8B8C40,$8B8C40-$8B8C7F,$8B8E40-$8B8E7F,60,0,,unknown
818,$332,$8B,$8B8C80,$8B8C80-$8B8CBF,$8B8E80-$8B8EBF,80,0,,unknown
819,$333,$8B,$8B8CC0,$8B8CC0-$8B8CFF,$8B8EC0-$8B8EFF,87,0,,unknown
820,$334,$8B,$8B8D00,$8B8D00-$8B8D3F,$8B8F00-$8B8F3F,62,0,,unknown
821,$335,$8B,$8B8D40,$8B8D40-$8B8D7F,$8B8F40-$8B8F7F,123,0,,unknown
822,$336,$8B,$8B8D80,$8B8D80-$8B8DBF,$8B8F80-$8B8FBF,16,0,,unknown
823,$337,$8B,$8B8DC0,$8B8DC0-$8B8DFF,$8B8FC0-$8B8FFF,17,0,,unknown
824,$338,$8B,$8B8E00,$8B8E00-$8B8E3F,$8B9000-$8B903F,49,0,,unknown
825,$339,$8B,$8B8E40,$8B8E40-$8B8E7F,$8B9040-$8B907F,40,0,,unknown
826,$33A,$8B,$8B8E80,$8B8E80-$8B8EBF,$8B9080-$8B90BF,87,0,,unknown
827,$33B,$8B,$8B8EC0,$8B8EC0-$8B8EFF,$8B90C0-$8B90FF,34,0,,unknown
828,$33C,$8B,$8B8F00,$8B8F00-$8B8F3F,$8B9100-$8B913F,44,0,,unknown
829,$33D,$8B,$8B8F40,$8B8F40-$8B8F7F,$8B9140-$8B917F,60,0,,unknown
830,$33E,$8B,$8B8F80,$8B8F80-$8B8FBF,$8B9180-$8B91BF,0,0,,lower_candidate
831,$33F,$8B,$8B8FC0,$8B8FC0-$8B8FFF,$8B91C0-$8B91FF,17,0,,unknown
832,$340,$8B,$8BA000,$8BA000-$8BA03F,$8BA200-$8BA23F,50,0,,unknown
833,$341,$8B,$8BA040,$8BA040-$8BA07F,$8BA240-$8BA27F,0,0,,lower_candidate
834,$342,$8B,$8BA080,$8BA080-$8BA0BF,$8BA280-$8BA2BF,52,0,,unknown
835,$343,$8B,$8BA0C0,$8BA0C0-$8BA0FF,$8BA2C0-$8BA2FF,0,0,,lower_candidate
836,$344,$8B,$8BA100,$8BA100-$8BA13F,$8BA300-$8BA33F,20,0,,unknown
837,$345,$8B,$8BA140,$8BA140-$8BA17F,$8BA340-$8BA37F,54,0,,unknown
838,$346,$8B,$8BA180,$8BA180-$8BA1BF,$8BA380-$8BA3BF,34,0,,unknown
839,$347,$8B,$8BA1C0,$8BA1C0-$8BA1FF,$8BA3C0-$8BA3FF,20,0,,unknown
840,$348,$8B,$8BA200,$8BA200-$8BA23F,$8BA400-$8BA43F,112,0,,unknown
841,$349,$8B,$8BA240,$8BA240-$8BA27F,$8BA440-$8BA47F,62,0,,unknown
842,$34A,$8B,$8BA280,$8BA280-$8BA2BF,$8BA480-$8BA4BF,116,0,,unknown
843,$34B,$8B,$8BA2C0,$8BA2C0-$8BA2FF,$8BA4C0-$8BA4FF,64,0,,unknown
844,$34C,$8B,$8BA300,$8BA300-$8BA33F,$8BA500-$8BA53F,11,0,,unknown
845,$34D,$8B,$8BA340,$8BA340-$8BA37F,$8BA540-$8BA57F,118,0,,unknown
846,$34E,$8B,$8BA380,$8BA380-$8BA3BF,$8BA580-$8BA5BF,96,0,,unknown
847,$34F,$8B,$8BA3C0,$8BA3C0-$8BA3FF,$8BA5C0-$8BA5FF,0,0,,lower_candidate
848,$350,$8B,$8BA400,$8BA400-$8BA43F,$8BA600-$8BA63F,126,0,,unknown
849,$351,$8B,$8BA440,$8BA440-$8BA47F,$8BA640-$8BA67F,126,0,,unknown
850,$352,$8B,$8BA480,$8BA480-$8BA4BF,$8BA680-$8BA6BF,128,0,,unknown
851,$353,$8B,$8BA4C0,$8BA4C0-$8BA4FF,$8BA6C0-$8BA6FF,127,0,,unknown
852,$354,$8B,$8BA500,$8BA500-$8BA53F,$8BA700-$8BA73F,22,0,,unknown
853,$355,$8B,$8BA540,$8BA540-$8BA57F,$8BA740-$8BA77F,128,0,,unknown
854,$356,$8B,$8BA580,$8BA580-$8BA5BF,$8BA780-$8BA7BF,126,0,,unknown
855,$357,$8B,$8BA5C0,$8BA5C0-$8BA5FF,$8BA7C0-$8BA7FF,13,0,,unknown
856,$358,$8B,$8BA600,$8BA600-$8BA63F,$8BA800-$8BA83F,64,0,,unknown
857,$359,$8B,$8BA640,$8BA640-$8BA67F,$8BA840-$8BA87F,64,0,,unknown
858,$35A,$8B,$8BA680,$8BA680-$8BA6BF,$8BA880-$8BA8BF,64,0,,unknown
859,$35B,$8B,$8BA6C0,$8BA6C0-$8BA6FF,$8BA8C0-$8BA8FF,63,0,,unknown
860,$35C,$8B,$8BA700,$8BA700-$8BA73F,$8BA900-$8BA93F,11,0,,unknown
861,$35D,$8B,$8BA740,$8BA740-$8BA77F,$8BA940-$8BA97F,64,0,,unknown
862,$35E,$8B,$8BA780,$8BA780-$8BA7BF,$8BA980-$8BA9BF,77,0,,unknown
863,$35F,$8B,$8BA7C0,$8BA7C0-$8BA7FF,$8BA9C0-$8BA9FF,13,0,,unknown
864,$360,$8B,$8BA800,$8BA800-$8BA83F,$8BAA00-$8BAA3F,42,0,,unknown
865,$361,$8B,$8BA840,$8BA840-$8BA87F,$8BAA40-$8BAA7F,22,0,,unknown
866,$362,$8B,$8BA880,$8BA880-$8BA8BF,$8BAA80-$8BAABF,13,0,,unknown
867,$363,$8B,$8BA8C0,$8BA8C0-$8BA8FF,$8BAAC0-$8BAAFF,22,0,,unknown
868,$364,$8B,$8BA900,$8BA900-$8BA93F,$8BAB00-$8BAB3F,52,0,,unknown
869,$365,$8B,$8BA940,$8BA940-$8BA97F,$8BAB40-$8BAB7F,52,0,,unknown
870,$366,$8B,$8BA980,$8BA980-$8BA9BF,$8BAB80-$8BABBF,22,0,,unknown
871,$367,$8B,$8BA9C0,$8BA9C0-$8BA9FF,$8BABC0-$8BABFF,40,0,,unknown
872,$368,$8B,$8BAA00,$8BAA00-$8BAA3F,$8BAC00-$8BAC3F,105,0,,unknown
873,$369,$8B,$8BAA40,$8BAA40-$8BAA7F,$8BAC40-$8BAC7F,82,0,,unknown
874,$36A,$8B,$8BAA80,$8BAA80-$8BAABF,$8BAC80-$8BACBF,73,0,,unknown
875,$36B,$8B,$8BAAC0,$8BAAC0-$8BAAFF,$8BACC0-$8BACFF,84,0,,unknown
876,$36C,$8B,$8BAB00,$8BAB00-$8BAB3F,$8BAD00-$8BAD3F,116,0,,unknown
877,$36D,$8B,$8BAB40,$8BAB40-$8BAB7F,$8BAD40-$8BAD7F,115,0,,unknown
878,$36E,$8B,$8BAB80,$8BAB80-$8BABBF,$8BAD80-$8BADBF,29,0,,unknown
879,$36F,$8B,$8BABC0,$8BABC0-$8BABFF,$8BADC0-$8BADFF,102,0,,unknown
880,$370,$8B,$8BAC00,$8BAC00-$8BAC3F,$8BAE00-$8BAE3F,127,0,,unknown
881,$371,$8B,$8BAC40,$8BAC40-$8BAC7F,$8BAE40-$8BAE7F,121,0,,unknown
882,$372,$8B,$8BAC80,$8BAC80-$8BACBF,$8BAE80-$8BAEBF,121,0,,unknown
883,$373,$8B,$8BACC0,$8BACC0-$8BACFF,$8BAEC0-$8BAEFF,124,0,,unknown
884,$374,$8B,$8BAD00,$8BAD00-$8BAD3F,$8BAF00-$8BAF3F,126,0,,unknown
885,$375,$8B,$8BAD40,$8BAD40-$8BAD7F,$8BAF40-$8BAF7F,125,0,,unknown
886,$376,$8B,$8BAD80,$8BAD80-$8BADBF,$8BAF80-$8BAFBF,34,0,,unknown
887,$377,$8B,$8BADC0,$8BADC0-$8BADFF,$8BAFC0-$8BAFFF,126,0,,unknown
888,$378,$8B,$8BAE00,$8BAE00-$8BAE3F,$8BB000-$8BB03F,81,0,,unknown
889,$379,$8B,$8BAE40,$8BAE40-$8BAE7F,$8BB040-$8BB07F,83,0,,unknown
890,$37A,$8B,$8BAE80,$8BAE80-$8BAEBF,$8BB080-$8BB0BF,61,0,,unknown
891,$37B,$8B,$8BAEC0,$8BAEC0-$8BAEFF,$8BB0C0-$8BB0FF,89,0,,unknown
892,$37C,$8B,$8BAF00,$8BAF00-$8BAF3F,$8BB100-$8BB13F,62,0,,unknown
893,$37D,$8B,$8BAF40,$8BAF40-$8BAF7F,$8BB140-$8BB17F,62,0,,unknown
894,$37E,$8B,$8BAF80,$8BAF80-$8BAFBF,$8BB180-$8BB1BF,40,0,,unknown
895,$37F,$8B,$8BAFC0,$8BAFC0-$8BAFFF,$8BB1C0-$8BB1FF,83,0,,unknown
896,$380,$8B,$8BC000,$8BC000-$8BC03F,$8BC200-$8BC23F,104,0,,unknown
897,$381,$8B,$8BC040,$8BC040-$8BC07F,$8BC240-$8BC27F,0,0,,lower_candidate
898,$382,$8B,$8BC080,$8BC080-$8BC0BF,$8BC280-$8BC2BF,116,0,,unknown
899,$383,$8B,$8BC0C0,$8BC0C0-$8BC0FF,$8BC2C0-$8BC2FF,103,0,,unknown
900,$384,$8B,$8BC100,$8BC100-$8BC13F,$8BC300-$8BC33F,110,0,,unknown
901,$385,$8B,$8BC140,$8BC140-$8BC17F,$8BC340-$8BC37F,115,0,,unknown
902,$386,$8B,$8BC180,$8BC180-$8BC1BF,$8BC380-$8BC3BF,121,0,,unknown
903,$387,$8B,$8BC1C0,$8BC1C0-$8BC1FF,$8BC3C0-$8BC3FF,92,0,,unknown
904,$388,$8B,$8BC200,$8BC200-$8BC23F,$8BC400-$8BC43F,94,0,,unknown
905,$389,$8B,$8BC240,$8BC240-$8BC27F,$8BC440-$8BC47F,45,0,,unknown
906,$38A,$8B,$8BC280,$8BC280-$8BC2BF,$8BC480-$8BC4BF,117,0,,unknown
907,$38B,$8B,$8BC2C0,$8BC2C0-$8BC2FF,$8BC4C0-$8BC4FF,61,0,,unknown
908,$38C,$8B,$8BC300,$8BC300-$8BC33F,$8BC500-$8BC53F,60,0,,unknown
909,$38D,$8B,$8BC340,$8BC340-$8BC37F,$8BC540-$8BC57F,62,0,,unknown
910,$38E,$8B,$8BC380,$8BC380-$8BC3BF,$8BC580-$8BC5BF,77,0,,unknown
911,$38F,$8B,$8BC3C0,$8BC3C0-$8BC3FF,$8BC5C0-$8BC5FF,74,0,,unknown
912,$390,$8B,$8BC400,$8BC400-$8BC43F,$8BC600-$8BC63F,81,0,,unknown
913,$391,$8B,$8BC440,$8BC440-$8BC47F,$8BC640-$8BC67F,93,0,,unknown
914,$392,$8B,$8BC480,$8BC480-$8BC4BF,$8BC680-$8BC6BF,93,0,,unknown
915,$393,$8B,$8BC4C0,$8BC4C0-$8BC4FF,$8BC6C0-$8BC6FF,0,0,,lower_candidate
916,$394,$8B,$8BC500,$8BC500-$8BC53F,$8BC700-$8BC73F,0,0,,lower_candidate
917,$395,$8B,$8BC540,$8BC540-$8BC57F,$8BC740-$8BC77F,34,0,,unknown
918,$396,$8B,$8BC580,$8BC580-$8BC5BF,$8BC780-$8BC7BF,17,0,,unknown
919,$397,$8B,$8BC5C0,$8BC5C0-$8BC5FF,$8BC7C0-$8BC7FF,18,0,,unknown
920,$398,$8B,$8BC600,$8BC600-$8BC63F,$8BC800-$8BC83F,47,0,,unknown
921,$399,$8B,$8BC640,$8BC640-$8BC67F,$8BC840-$8BC87F,48,0,,unknown
922,$39A,$8B,$8BC680,$8BC680-$8BC6BF,$8BC880-$8BC8BF,54,0,,unknown
923,$39B,$8B,$8BC6C0,$8BC6C0-$8BC6FF,$8BC8C0-$8BC8FF,29,0,,unknown
924,$39C,$8B,$8BC700,$8BC700-$8BC73F,$8BC900-$8BC93F,0,0,,lower_candidate
925,$39D,$8B,$8BC740,$8BC740-$8BC77F,$8BC940-$8BC97F,63,0,,unknown
926,$39E,$8B,$8BC780,$8BC780-$8BC7BF,$8BC980-$8BC9BF,0,0,,lower_candidate
927,$39F,$8B,$8BC7C0,$8BC7C0-$8BC7FF,$8BC9C0-$8BC9FF,29,0,,unknown
928,$3A0,$8B,$8BC800,$8BC800-$8BC83F,$8BCA00-$8BCA3F,54,0,,unknown
929,$3A1,$8B,$8BC840,$8BC840-$8BC87F,$8BCA40-$8BCA7F,37,0,,unknown
930,$3A2,$8B,$8BC880,$8BC880-$8BC8BF,$8BCA80-$8BCABF,75,0,,unknown
931,$3A3,$8B,$8BC8C0,$8BC8C0-$8BC8FF,$8BCAC0-$8BCAFF,91,0,,unknown
932,$3A4,$8B,$8BC900,$8BC900-$8BC93F,$8BCB00-$8BCB3F,53,0,,unknown
933,$3A5,$8B,$8BC940,$8BC940-$8BC97F,$8BCB40-$8BCB7F,93,0,,unknown
934,$3A6,$8B,$8BC980,$8BC980-$8BC9BF,$8BCB80-$8BCBBF,14,0,,unknown
935,$3A7,$8B,$8BC9C0,$8BC9C0-$8BC9FF,$8BCBC0-$8BCBFF,91,0,,unknown
936,$3A8,$8B,$8BCA00,$8BCA00-$8BCA3F,$8BCC00-$8BCC3F,116,0,,unknown
937,$3A9,$8B,$8BCA40,$8BCA40-$8BCA7F,$8BCC40-$8BCC7F,99,0,,unknown
938,$3AA,$8B,$8BCA80,$8BCA80-$8BCABF,$8BCC80-$8BCCBF,121,0,,unknown
939,$3AB,$8B,$8BCAC0,$8BCAC0-$8BCAFF,$8BCCC0-$8BCCFF,121,0,,unknown
940,$3AC,$8B,$8BCB00,$8BCB00-$8BCB3F,$8BCD00-$8BCD3F,112,0,,unknown
941,$3AD,$8B,$8BCB40,$8BCB40-$8BCB7F,$8BCD40-$8BCD7F,64,0,,unknown
942,$3AE,$8B,$8BCB80,$8BCB80-$8BCBBF,$8BCD80-$8BCDBF,75,0,,unknown
943,$3AF,$8B,$8BCBC0,$8BCBC0-$8BCBFF,$8BCDC0-$8BCDFF,120,0,,unknown
944,$3B0,$8B,$8BCC00,$8BCC00-$8BCC3F,$8BCE00-$8BCE3F,121,0,,unknown
945,$3B1,$8B,$8BCC40,$8BCC40-$8BCC7F,$8BCE40-$8BCE7F,123,0,,unknown
946,$3B2,$8B,$8BCC80,$8BCC80-$8BCCBF,$8BCE80-$8BCEBF,121,0,,unknown
947,$3B3,$8B,$8BCCC0,$8BCCC0-$8BCCFF,$8BCEC0-$8BCEFF,93,0,,unknown
948,$3B4,$8B,$8BCD00,$8BCD00-$8BCD3F,$8BCF00-$8BCF3F,117,0,,unknown
949,$3B5,$8B,$8BCD40,$8BCD40-$8BCD7F,$8BCF40-$8BCF7F,14,0,,unknown
950,$3B6,$8B,$8BCD80,$8BCD80-$8BCDBF,$8BCF80-$8BCFBF,121,0,,unknown
951,$3B7,$8B,$8BCDC0,$8BCDC0-$8BCDFF,$8BCFC0-$8BCFFF,92,0,,unknown
952,$3B8,$8B,$8BCE00,$8BCE00-$8BCE3F,$8BD000-$8BD03F,117,0,,unknown
953,$3B9,$8B,$8BCE40,$8BCE40-$8BCE7F,$8BD040-$8BD07F,70,0,,unknown
954,$3BA,$8B,$8BCE80,$8BCE80-$8BCEBF,$8BD080-$8BD0BF,121,0,,unknown
955,$3BB,$8B,$8BCEC0,$8BCEC0-$8BCEFF,$8BD0C0-$8BD0FF,82,0,,unknown
956,$3BC,$8B,$8BCF00,$8BCF00-$8BCF3F,$8BD100-$8BD13F,99,0,,unknown
957,$3BD,$8B,$8BCF40,$8BCF40-$8BCF7F,$8BD140-$8BD17F,36,0,,unknown
958,$3BE,$8B,$8BCF80,$8BCF80-$8BCFBF,$8BD180-$8BD1BF,118,0,,unknown
959,$3BF,$8B,$8BCFC0,$8BCFC0-$8BCFFF,$8BD1C0-$8BD1FF,91,0,,unknown
960,$3C0,$8B,$8BE000,$8BE000-$8BE03F,$8BE200-$8BE23F,28,0,,unknown
961,$3C1,$8B,$8BE040,$8BE040-$8BE07F,$8BE240-$8BE27F,52,0,,unknown
962,$3C2,$8B,$8BE080,$8BE080-$8BE0BF,$8BE280-$8BE2BF,54,0,,unknown
963,$3C3,$8B,$8BE0C0,$8BE0C0-$8BE0FF,$8BE2C0-$8BE2FF,29,0,,unknown
964,$3C4,$8B,$8BE100,$8BE100-$8BE13F,$8BE300-$8BE33F,52,0,,unknown
965,$3C5,$8B,$8BE140,$8BE140-$8BE17F,$8BE340-$8BE37F,39,0,,unknown
966,$3C6,$8B,$8BE180,$8BE180-$8BE1BF,$8BE380-$8BE3BF,49,0,,unknown
967,$3C7,$8B,$8BE1C0,$8BE1C0-$8BE1FF,$8BE3C0-$8BE3FF,0,0,,lower_candidate
968,$3C8,$8B,$8BE200,$8BE200-$8BE23F,$8BE400-$8BE43F,88,0,,unknown
969,$3C9,$8B,$8BE240,$8BE240-$8BE27F,$8BE440-$8BE47F,116,0,,unknown
970,$3CA,$8B,$8BE280,$8BE280-$8BE2BF,$8BE480-$8BE4BF,117,0,,unknown
971,$3CB,$8B,$8BE2C0,$8BE2C0-$8BE2FF,$8BE4C0-$8BE4FF,91,0,,unknown
972,$3CC,$8B,$8BE300,$8BE300-$8BE33F,$8BE500-$8BE53F,116,0,,unknown
973,$3CD,$8B,$8BE340,$8BE340-$8BE37F,$8BE540-$8BE57F,100,0,,unknown
974,$3CE,$8B,$8BE380,$8BE380-$8BE3BF,$8BE580-$8BE5BF,57,0,,unknown
975,$3CF,$8B,$8BE3C0,$8BE3C0-$8BE3FF,$8BE5C0-$8BE5FF,4,0,,unknown
976,$3D0,$8B,$8BE400,$8BE400-$8BE43F,$8BE600-$8BE63F,122,0,,unknown
977,$3D1,$8B,$8BE440,$8BE440-$8BE47F,$8BE640-$8BE67F,128,0,,unknown
978,$3D2,$8B,$8BE480,$8BE480-$8BE4BF,$8BE680-$8BE6BF,127,0,,unknown
979,$3D3,$8B,$8BE4C0,$8BE4C0-$8BE4FF,$8BE6C0-$8BE6FF,126,0,,unknown
980,$3D4,$8B,$8BE500,$8BE500-$8BE53F,$8BE700-$8BE73F,119,0,,unknown
981,$3D5,$8B,$8BE540,$8BE540-$8BE57F,$8BE740-$8BE77F,125,0,,unknown
982,$3D6,$8B,$8BE580,$8BE580-$8BE5BF,$8BE780-$8BE7BF,57,0,,unknown
983,$3D7,$8B,$8BE5C0,$8BE5C0-$8BE5FF,$8BE7C0-$8BE7FF,12,0,,unknown
984,$3D8,$8B,$8BE600,$8BE600-$8BE63F,$8BE800-$8BE83F,62,0,,unknown
