component_id_dec,component_id_hex,graphics_bank,source_addr,top_row_bytes,bottom_row_bytes,nonzero_bytes,referenced_by_gobj_metadata,example_gobj_ids,replacement_risk
468,$1D4,$89,$89E500,$89E500-$89E53F,$89E700-$89E73F,128,0,,unknown
469,$1D5,$89,$89E540,$89E540-$89E57F,$89E740-$89E77F,128,0,,unknown
470,$1D6,$89,$89E580,$89E580-$89E5BF,$89E780-$89E7BF,26,0,,unknown
471,$1D7,$89,$89E5C0,$89E5C0-$89E5FF,$89E7C0-$89E7FF,123,0,,unknown
472,$1D8,$89,$89E600,$89E600-$89E63F,$89E800-$89E83F,42,0,,unknown
473,$1D9,$89,$89E640,$89E640-$89E67F,$89E840-$89E87F,76,0,,unknown
474,$1DA,$89,$89E680,$89E680-$89E6BF,$89E880-$89E8BF,31,0,,unknown
475,$1DB,$89,$89E6C0,$89E6C0-$89E6FF,$89E8C0-$89E8FF,60,0,,unknown
476,$1DC,$89,$89E700,$89E700-$89E73F,$89E900-$89E93F,64,0,,unknown
477,$1DD,$89,$89E740,$89E740-$89E77F,$89E940-$89E97F,64,0,,unknown
478,$1DE,$89,$89E780,$89E780-$89E7BF,$89E980-$89E9BF,31,0,,unknown
479,$1DF,$89,$89E7C0,$89E7C0-$89E7FF,$89E9C0-$89E9FF,71,0,,unknown
480,$1E0,$89,$89E800,$89E800-$89E83F,$89EA00-$89EA3F,25,0,,unknown
481,$1E1,$89,$89E840,$89E840-$89E87F,$89EA40-$89EA7F,78,0,,unknown
482,$1E2,$89,$89E880,$89E880-$89E8BF,$89EA80-$89EABF,34,0,,unknown
483,$1E3,$89,$89E8C0,$89E8C0-$89E8FF,$89EAC0-$89EAFF,92,0,,unknown
484,$1E4,$89,$89E900,$89E900-$89E93F,$89EB00-$89EB3F,41,0,,unknown
485,$1E5,$89,$89E940,$89E940-$89E97F,$89EB40-$89EB7F,33,0,,unknown
486,$1E6,$89,$89E980,$89E980-$89E9BF,$89EB80-$89EBBF,45,0,,unknown
487,$1E7,$89,$89E9C0,$89E9C0-$89E9FF,$89EBC0-$89EBFF,30,0,,unknown
488,$1E8,$89,$89EA00,$89EA00-$89EA3F,$89EC00-$89EC3F,61,0,,unknown
489,$1E9,$89,$89EA40,$89EA40-$89EA7F,$89EC40-$89EC7F,111,0,,unknown
490,$1EA,$89,$89EA80,$89EA80-$89EABF,$89EC80-$89ECBF,96,0,,unknown
491,$1EB,$89,$89EAC0,$89EAC0-$89EAFF,$89ECC0-$89ECFF,124,0,,unknown
492,$1EC,$89,$89EB00,$89EB00-$89EB3F,$89ED00-$89ED3F,104,0,,unknown
493,$1ED,$89,$89EB40,$89EB40-$89EB7F,$89ED40-$89ED7F,96,0,,unknown
494,$1EE,$89,$89EB80,$89EB80-$89EBBF,$89ED80-$89EDBF,33,0,,unknown
495,$1EF,$89,$89EBC0,$89EBC0-$89EBFF,$89EDC0-$89EDFF,29,0,,unknown
496,$1F0,$89,$89EC00,$89EC00-$89EC3F,$89EE00-$89EE3F,67,0,,unknown
497,$1F1,$89,$89EC40,$89EC40-$89EC7F,$89EE40-$89EE7F,78,0,,unknown
498,$1F2,$89,$89EC80,$89EC80-$89ECBF,$89EE80-$89EEBF,125,0,,unknown
499,$1F3,$89,$89ECC0,$89ECC0-$89ECFF,$89EEC0-$89EEFF,121,0,,unknown
500,$1F4,$89,$89ED00,$89ED00-$89ED3F,$89EF00-$89EF3F,127,0,,unknown
501,$1F5,$89,$89ED40,$89ED40-$89ED7F,$89EF40-$89EF7F,127,0,,unknown
502,$1F6,$89,$89ED80,$89ED80-$89EDBF,$89EF80-$89EFBF,32,0,,unknown
503,$1F7,$89,$89EDC0,$89EDC0-$89EDFF,$89EFC0-$89EFFF,30,0,,unknown
504,$1F8,$89,$89EE00,$89EE00-$89EE3F,$89F000-$89F03F,31,0,,unknown
505,$1F9,$89,$89EE40,$89EE40-$89EE7F,$89F040-$89F07F,73,0,,unknown
506,$1FA,$89,$89EE80,$89EE80-$89EEBF,$89F080-$89F0BF,63,0,,unknown
507,$1FB,$89,$89EEC0,$89EEC0-$89EEFF,$89F0C0-$89F0FF,82,0,,unknown
508,$1FC,$89,$89EF00,$89EF00-$89EF3F,$89F100-$89F13F,88,0,,unknown
509,$1FD,$89,$89EF40,$89EF40-$89EF7F,$89F140-$89F17F,64,0,,unknown
510,$1FE,$89,$89EF80,$89EF80-$89EFBF,$89F180-$89F1BF,42,0,,unknown
511,$1FF,$89,$89EFC0,$89EFC0-$89EFFF,$89F1C0-$89F1FF,40,0,,unknown
512,$200,$8A,$8A8000,$8A8000-$8A803F,$8A8200-$8A823F,65,0,,unknown
513,$201,$8A,$8A8040,$8A8040-$8A807F,$8A8240-$8A827F,34,0,,unknown
514,$202,$8A,$8A8080,$8A8080-$8A80BF,$8A8280-$8A82BF,34,0,,unknown
515,$203,$8A,$8A80C0,$8A80C0-$8A80FF,$8A82C0-$8A82FF,0,0,,lower_candidate
516,$204,$8A,$8A8100,$8A8100-$8A813F,$8A8300-$8A833F,34,0,,unknown
517,$205,$8A,$8A8140,$8A8140-$8A817F,$8A8340-$8A837F,38,0,,unknown
518,$206,$8A,$8A8180,$8A8180-$8A81BF,$8A8380-$8A83BF,28,0,,unknown
519,$207,$8A,$8A81C0,$8A81C0-$8A81FF,$8A83C0-$8A83FF,28,0,,unknown
520,$208,$8A,$8A8200,$8A8200-$8A823F,$8A8400-$8A843F,86,0,,unknown
521,$209,$8A,$8A8240,$8A8240-$8A827F,$8A8440-$8A847F,97,0,,unknown
522,$20A,$8A,$8A8280,$8A8280-$8A82BF,$8A8480-$8A84BF,97,0,,unknown
523,$20B,$8A,$8A82C0,$8A82C0-$8A82FF,$8A84C0-$8A84FF,0,0,,lower_candidate
524,$20C,$8A,$8A8300,$8A8300-$8A833F,$8A8500-$8A853F,97,0,,unknown
525,$20D,$8A,$8A8340,$8A8340-$8A837F,$8A8540-$8A857F,34,0,,unknown
526,$20E,$8A,$8A8380,$8A8380-$8A83BF,$8A8580-$8A85BF,90,0,,unknown
527,$20F,$8A,$8A83C0,$8A83C0-$8A83FF,$8A85C0-$8A85FF,90,0,,unknown
528,$210,$8A,$8A8400,$8A8400-$8A843F,$8A8600-$8A863F,100,0,,unknown
529,$211,$8A,$8A8440,$8A8440-$8A847F,$8A8640-$8A867F,97,0,,unknown
530,$212,$8A,$8A8480,$8A8480-$8A84BF,$8A8680-$8A86BF,125,0,,unknown
531,$213,$8A,$8A84C0,$8A84C0-$8A84FF,$8A86C0-$8A86FF,25,0,,unknown
532,$214,$8A,$8A8500,$8A8500-$8A853F,$8A8700-$8A873F,121,0,,unknown
533,$215,$8A,$8A8540,$8A8540-$8A857F,$8A8740-$8A877F,38,0,,unknown
534,$216,$8A,$8A8580,$8A8580-$8A85BF,$8A8780-$8A87BF,120,0,,unknown
535,$217,$8A,$8A85C0,$8A85C0-$8A85FF,$8A87C0-$8A87FF,118,0,,unknown
536,$218,$8A,$8A8600,$8A8600-$8A863F,$8A8800-$8A883F,56,0,,unknown
537,$219,$8A,$8A8640,$8A8640-$8A867F,$8A8840-$8A887F,40,0,,unknown
538,$21A,$8A,$8A8680,$8A8680-$8A86BF,$8A8880-$8A88BF,62,0,,unknown
539,$21B,$8A,$8A86C0,$8A86C0-$8A86FF,$8A88C0-$8A88FF,54,0,,unknown
540,$21C,$8A,$8A8700,$8A8700-$8A873F,$8A8900-$8A893F,61,0,,unknown
541,$21D,$8A,$8A8740,$8A8740-$8A877F,$8A8940-$8A897F,31,0,,unknown
542,$21E,$8A,$8A8780,$8A8780-$8A87BF,$8A8980-$8A89BF,58,0,,unknown
543,$21F,$8A,$8A87C0,$8A87C0-$8A87FF,$8A89C0-$8A89FF,56,0,,unknown
544,$220,$8A,$8A8800,$8A8800-$8A883F,$8A8A00-$8A8A3F,45,0,,unknown
545,$221,$8A,$8A8840,$8A8840-$8A887F,$8A8A40-$8A8A7F,37,0,,unknown
546,$222,$8A,$8A8880,$8A8880-$8A88BF,$8A8A80-$8A8ABF,48,0,,unknown
547,$223,$8A,$8A88C0,$8A88C0-$8A88FF,$8A8AC0-$8A8AFF,52,0,,unknown
548,$224,$8A,$8A8900,$8A8900-$8A893F,$8A8B00-$8A8B3F,24,0,,unknown
549,$225,$8A,$8A8940,$8A8940-$8A897F,$8A8B40-$8A8B7F,49,0,,unknown
550,$226,$8A,$8A8980,$8A8980-$8A89BF,$8A8B80-$8A8BBF,49,0,,unknown
551,$227,$8A,$8A89C0,$8A89C0-$8A89FF,$8A8BC0-$8A8BFF,31,0,,unknown
552,$228,$8A,$8A8A00,$8A8A00-$8A8A3F,$8A8C00-$8A8C3F,104,0,,unknown
553,$229,$8A,$8A8A40,$8A8A40-$8A8A7F,$8A8C40-$8A8C7F,31,0,,unknown
554,$22A,$8A,$8A8A80,$8A8A80-$8A8ABF,$8A8C80-$8A8CBF,107,0,,unknown
555,$22B,$8A,$8A8AC0,$8A8AC0-$8A8AFF,$8A8CC0-$8A8CFF,58,0,,unknown
556,$22C,$8A,$8A8B00,$8A8B00-$8A8B3F,$8A8D00-$8A8D3F,66,0,,unknown
557,$22D,$8A,$8A8B40,$8A8B40-$8A8B7F,$8A8D40-$8A8D7F,112,0,,unknown
558,$22E,$8A,$8A8B80,$8A8B80-$8A8BBF,$8A8D80-$8A8DBF,111,0,,unknown
559,$22F,$8A,$8A8BC0,$8A8BC0-$8A8BFF,$8A8DC0-$8A8DFF,85,0,,unknown
560,$230,$8A,$8A8C00,$8A8C00-$8A8C3F,$8A8E00-$8A8E3F,123,0,,unknown
561,$231,$8A,$8A8C40,$8A8C40-$8A8C7F,$8A8E40-$8A8E7F,30,0,,unknown
562,$232,$8A,$8A8C80,$8A8C80-$8A8CBF,$8A8E80-$8A8EBF,114,0,,unknown
563,$233,$8A,$8A8CC0,$8A8CC0-$8A8CFF,$8A8EC0-$8A8EFF,58,0,,unknown
564,$234,$8A,$8A8D00,$8A8D00-$8A8D3F,$8A8F00-$8A8F3F,106,0,,unknown
565,$235,$8A,$8A8D40,$8A8D40-$8A8D7F,$8A8F40-$8A8F7F,119,0,,unknown
566,$236,$8A,$8A8D80,$8A8D80-$8A8DBF,$8A8F80-$8A8FBF,123,0,,unknown
567,$237,$8A,$8A8DC0,$8A8DC0-$8A8DFF,$8A8FC0-$8A8FFF,99,0,,unknown
568,$238,$8A,$8A8E00,$8A8E00-$8A8E3F,$8A9000-$8A903F,64,0,,unknown
569,$239,$8A,$8A8E40,$8A8E40-$8A8E7F,$8A9040-$8A907F,87,0,,unknown
570,$23A,$8A,$8A8E80,$8A8E80-$8A8EBF,$8A9080-$8A90BF,55,0,,unknown
571,$23B,$8A,$8A8EC0,$8A8EC0-$8A8EFF,$8A90C0-$8A90FF,34,0,,unknown
572,$23C,$8A,$8A8F00,$8A8F00-$8A8F3F,$8A9100-$8A913F,108,0,,unknown
573,$23D,$8A,$8A8F40,$8A8F40-$8A8F7F,$8A9140-$8A917F,79,0,,unknown
574,$23E,$8A,$8A8F80,$8A8F80-$8A8FBF,$8A9180-$8A91BF,61,0,,unknown
575,$23F,$8A,$8A8FC0,$8A8FC0-$8A8FFF,$8A91C0-$8A91FF,58,0,,unknown
576,$240,$8A,$8AA000,$8AA000-$8AA03F,$8AA200-$8AA23F,125,0,,unknown
577,$241,$8A,$8AA040,$8AA040-$8AA07F,$8AA240-$8AA27F,113,0,,unknown
578,$242,$8A,$8AA080,$8AA080-$8AA0BF,$8AA280-$8AA2BF,125,0,,unknown
579,$243,$8A,$8AA0C0,$8AA0C0-$8AA0FF,$8AA2C0-$8AA2FF,29,0,,unknown
580,$244,$8A,$8AA100,$8AA100-$8AA13F,$8AA300-$8AA33F,104,0,,unknown
581,$245,$8A,$8AA140,$8AA140-$8AA17F,$8AA340-$8AA37F,29,0,,unknown
582,$246,$8A,$8AA180,$8AA180-$8AA1BF,$8AA380-$8AA3BF,91,0,,unknown
583,$247,$8A,$8AA1C0,$8AA1C0-$8AA1FF,$8AA3C0-$8AA3FF,33,0,,unknown
584,$248,$8A,$8AA200,$8AA200-$8AA23F,$8AA400-$8AA43F,124,0,,unknown
585,$249,$8A,$8AA240,$8AA240-$8AA27F,$8AA440-$8AA47F,65,0,,unknown
586,$24A,$8A,$8AA280,$8AA280-$8AA2BF,$8AA480-$8AA4BF,125,0,,unknown
587,$24B,$8A,$8AA2C0,$8AA2C0-$8AA2FF,$8AA4C0-$8AA4FF,29,0,,unknown
588,$24C,$8A,$8AA300,$8AA300-$8AA33F,$8AA500-$8AA53F,128,0,,unknown
589,$24D,$8A,$8AA340,$8AA340-$8AA37F,$8AA540-$8AA57F,61,0,,unknown
590,$24E,$8A,$8AA380,$8AA380-$8AA3BF,$8AA580-$8AA5BF,124,0,,unknown
591,$24F,$8A,$8AA3C0,$8AA3C0-$8AA3FF,$8AA5C0-$8AA5FF,77,0,,unknown
592,$250,$8A,$8AA400,$8AA400-$8AA43F,$8AA600-$8AA63F,125,0,,unknown
593,$251,$8A,$8AA440,$8AA440-$8AA47F,$8AA640-$8AA67F,16,0,,unknown
594,$252,$8A,$8AA480,$8AA480-$8AA4BF,$8AA680-$8AA6BF,123,0,,unknown
595,$253,$8A,$8AA4C0,$8AA4C0-$8AA4FF,$8AA6C0-$8AA6FF,14,0,,unknown
596,$254,$8A,$8AA500,$8AA500-$8AA53F,$8AA700-$8AA73F,121,0,,unknown
597,$255,$8A,$8AA540,$8AA540-$8AA57F,$8AA740-$8AA77F,64,0,,unknown
598,$256,$8A,$8AA580,$8AA580-$8AA5BF,$8AA780-$8AA7BF,120,0,,unknown
599,$257,$8A,$8AA5C0,$8AA5C0-$8AA5FF,$8AA7C0-$8AA7FF,86,0,,unknown
600,$258,$8A,$8AA600,$8AA600-$8AA63F,$8AA800-$8AA83F,121,0,,unknown
601,$259,$8A,$8AA640,$8AA640-$8AA67F,$8AA840-$8AA87F,18,0,,unknown
602,$25A,$8A,$8AA680,$8AA680-$8AA6BF,$8AA880-$8AA8BF,63,0,,unknown
603,$25B,$8A,$8AA6C0,$8AA6C0-$8AA6FF,$8AA8C0-$8AA8FF,14,0,,unknown
604,$25C,$8A,$8AA700,$8AA700-$8AA73F,$8AA900-$8AA93F,87,0,,unknown
605,$25D,$8A,$8AA740,$8AA740-$8AA77F,$8AA940-$8AA97F,77,0,,unknown
606,$25E,$8A,$8AA780,$8AA780-$8AA7BF,$8AA980-$8AA9BF,92,0,,unknown
607,$25F,$8A,$8AA7C0,$8AA7C0-$8AA7FF,$8AA9C0-$8AA9FF,77,0,,unknown
608,$260,$8A,$8AA800,$8AA800-$8AA83F,$8AAA00-$8AAA3F,121,0,,unknown
609,$261,$8A,$8AA840,$8AA840-$8AA87F,$8AAA40-$8AAA7F,24,0,,unknown
610,$262,$8A,$8AA880,$8AA880-$8AA8BF,$8AAA80-$8AAABF,53,0,,unknown
611,$263,$8A,$8AA8C0,$8AA8C0-$8AA8FF,$8AAAC0-$8AAAFF,29,0,,unknown
612,$264,$8A,$8AA900,$8AA900-$8AA93F,$8AAB00-$8AAB3F,94,0,,unknown
613,$265,$8A,$8AA940,$8AA940-$8AA97F,$8AAB40-$8AAB7F,120,0,,unknown
614,$266,$8A,$8AA980,$8AA980-$8AA9BF,$8AAB80-$8AABBF,94,0,,unknown
615,$267,$8A,$8AA9C0,$8AA9C0-$8AA9FF,$8AABC0-$8AABFF,113,0,,unknown
616,$268,$8A,$8AAA00,$8AAA00-$8AAA3F,$8AAC00-$8AAC3F,125,0,,unknown
617,$269,$8A,$8AAA40,$8AAA40-$8AAA7F,$8AAC40-$8AAC7F,30,0,,unknown
618,$26A,$8A,$8AAA80,$8AAA80-$8AAABF,$8AAC80-$8AACBF,110,0,,unknown
619,$26B,$8A,$8AAAC0,$8AAAC0-$8AAAFF,$8AACC0-$8AACFF,58,0,,unknown
620,$26C,$8A,$8AAB00,$8AAB00-$8AAB3F,$8AAD00-$8AAD3F,118,0,,unknown
621,$26D,$8A,$8AAB40,$8AAB40-$8AAB7F,$8AAD40-$8AAD7F,117,0,,unknown
622,$26E,$8A,$8AAB80,$8AAB80-$8AABBF,$8AAD80-$8AADBF,85,0,,unknown
623,$26F,$8A,$8AABC0,$8AABC0-$8AABFF,$8AADC0-$8AADFF,119,0,,unknown
624,$270,$8A,$8AAC00,$8AAC00-$8AAC3F,$8AAE00-$8AAE3F,125,0,,unknown
625,$271,$8A,$8AAC40,$8AAC40-$8AAC7F,$8AAE40-$8AAE7F,30,0,,unknown
626,$272,$8A,$8AAC80,$8AAC80-$8AACBF,$8AAE80-$8AAEBF,123,0,,unknown
627,$273,$8A,$8AACC0,$8AACC0-$8AACFF,$8AAEC0-$8AAEFF,57,0,,unknown
628,$274,$8A,$8AAD00,$8AAD00-$8AAD3F,$8AAF00-$8AAF3F,85,0,,unknown
629,$275,$8A,$8AAD40,$8AAD40-$8AAD7F,$8AAF40-$8AAF7F,93,0,,unknown
630,$276,$8A,$8AAD80,$8AAD80-$8AADBF,$8AAF80-$8AAFBF,45,0,,unknown
631,$277,$8A,$8AADC0,$8AADC0-$8AADFF,$8AAFC0-$8AAFFF,103,0,,unknown
632,$278,$8A,$8AAE00,$8AAE00-$8AAE3F,$8AB000-$8AB03F,85,0,,unknown
633,$279,$8A,$8AAE40,$8AAE40-$8AAE7F,$8AB040-$8AB07F,34,0,,unknown
634,$27A,$8A,$8AAE80,$8AAE80-$8AAEBF,$8AB080-$8AB0BF,89,0,,unknown
635,$27B,$8A,$8AAEC0,$8AAEC0-$8AAEFF,$8AB0C0-$8AB0FF,28,0,,unknown
636,$27C,$8A,$8AAF00,$8AAF00-$8AAF3F,$8AB100-$8AB13F,77,0,,unknown
637,$27D,$8A,$8AAF40,$8AAF40-$8AAF7F,$8AB140-$8AB17F,67,0,,unknown
638,$27E,$8A,$8AAF80,$8AAF80-$8AAFBF,$8AB180-$8AB1BF,59,0,,unknown
639,$27F,$8A,$8AAFC0,$8AAFC0-$8AAFFF,$8AB1C0-$8AB1FF,55,0,,unknown
640,$280,$8A,$8AC000,$8AC000-$8AC03F,$8AC200-$8AC23F,73,0,,unknown
641,$281,$8A,$8AC040,$8AC040-$8AC07F,$8AC240-$8AC27F,85,0,,unknown
642,$282,$8A,$8AC080,$8AC080-$8AC0BF,$8AC280-$8AC2BF,86,0,,unknown
643,$283,$8A,$8AC0C0,$8AC0C0-$8AC0FF,$8AC2C0-$8AC2FF,45,0,,unknown
644,$284,$8A,$8AC100,$8AC100-$8AC13F,$8AC300-$8AC33F,92,0,,unknown
645,$285,$8A,$8AC140,$8AC140-$8AC17F,$8AC340-$8AC37F,37,0,,unknown
646,$286,$8A,$8AC180,$8AC180-$8AC1BF,$8AC380-$8AC3BF,72,0,,unknown
647,$287,$8A,$8AC1C0,$8AC1C0-$8AC1FF,$8AC3C0-$8AC3FF,106,0,,unknown
648,$288,$8A,$8AC200,$8AC200-$8AC23F,$8AC400-$8AC43F,73,0,,unknown
649,$289,$8A,$8AC240,$8AC240-$8AC27F,$8AC440-$8AC47F,92,0,,unknown
650,$28A,$8A,$8AC280,$8AC280-$8AC2BF,$8AC480-$8AC4BF,122,0,,unknown
651,$28B,$8A,$8AC2C0,$8AC2C0-$8AC2FF,$8AC4C0-$8AC4FF,70,0,,unknown
652,$28C,$8A,$8AC300,$8AC300-$8AC33F,$8AC500-$8AC53F,125,0,,unknown
653,$28D,$8A,$8AC340,$8AC340-$8AC37F,$8AC540-$8AC57F,28,0,,unknown
654,$28E,$8A,$8AC380,$8AC380-$8AC3BF,$8AC580-$8AC5BF,113,0,,unknown
655,$28F,$8A,$8AC3C0,$8AC3C0-$8AC3FF,$8AC5C0-$8AC5FF,119,0,,unknown
656,$290,$8A,$8AC400,$8AC400-$8AC43F,$8AC600-$8AC63F,59,0,,unknown
657,$291,$8A,$8AC440,$8AC440-$8AC47F,$8AC640-$8AC67F,70,0,,unknown
658,$292,$8A,$8AC480,$8AC480-$8AC4BF,$8AC680-$8AC6BF,119,0,,unknown
659,$293,$8A,$8AC4C0,$8AC4C0-$8AC4FF,$8AC6C0-$8AC6FF,70,0,,unknown
660,$294,$8A,$8AC500,$8AC500-$8AC53F,$8AC700-$8AC73F,124,0,,unknown
661,$295,$8A,$8AC540,$8AC540-$8AC57F,$8AC740-$8AC77F,12,0,,unknown
662,$296,$8A,$8AC580,$8AC580-$8AC5BF,$8AC780-$8AC7BF,123,0,,unknown
663,$297,$8A,$8AC5C0,$8AC5C0-$8AC5FF,$8AC7C0-$8AC7FF,91,0,,unknown
664,$298,$8A,$8AC600,$8AC600-$8AC63F,$8AC800-$8AC83F,30,0,,unknown
665,$299,$8A,$8AC640,$8AC640-$8AC67F,$8AC840-$8AC87F,85,0,,unknown
666,$29A,$8A,$8AC680,$8AC680-$8AC6BF,$8AC880-$8AC8BF,100,0,,unknown
667,$29B,$8A,$8AC6C0,$8AC6C0-$8AC6FF,$8AC8C0-$8AC8FF,76,0,,unknown
668,$29C,$8A,$8AC700,$8AC700-$8AC73F,$8AC900-$8AC93F,78,0,,unknown
669,$29D,$8A,$8AC740,$8AC740-$8AC77F,$8AC940-$8AC97F,58,0,,unknown
670,$29E,$8A,$8AC780,$8AC780-$8AC7BF,$8AC980-$8AC9BF,94,0,,unknown
671,$29F,$8A,$8AC7C0,$8AC7C0-$8AC7FF,$8AC9C0-$8AC9FF,86,0,,unknown
672,$2A0,$8A,$8AC800,$8AC800-$8AC83F,$8ACA00-$8ACA3F,35,0,,unknown
673,$2A1,$8A,$8AC840,$8AC840-$8AC87F,$8ACA40-$8ACA7F,116,0,,unknown
674,$2A2,$8A,$8AC880,$8AC880-$8AC8BF,$8ACA80-$8ACABF,106,0,,unknown
675,$2A3,$8A,$8AC8C0,$8AC8C0-$8AC8FF,$8ACAC0-$8ACAFF,114,0,,unknown
676,$2A4,$8A,$8AC900,$8AC900-$8AC93F,$8ACB00-$8ACB3F,25,0,,unknown
677,$2A5,$8A,$8AC940,$8AC940-$8AC97F,$8ACB40-$8ACB7F,115,0,,unknown
678,$2A6,$8A,$8AC980,$8AC980-$8AC9BF,$8ACB80-$8ACBBF,63,0,,unknown
679,$2A7,$8A,$8AC9C0,$8AC9C0-$8AC9FF,$8ACBC0-$8ACBFF,115,0,,unknown
680,$2A8,$8A,$8ACA00,$8ACA00-$8ACA3F,$8ACC00-$8ACC3F,61,0,,unknown
681,$2A9,$8A,$8ACA40,$8ACA40-$8ACA7F,$8ACC40-$8ACC7F,113,0,,unknown
682,$2AA,$8A,$8ACA80,$8ACA80-$8ACABF,$8ACC80-$8ACCBF,81,0,,unknown
683,$2AB,$8A,$8ACAC0,$8ACAC0-$8ACAFF,$8ACCC0-$8ACCFF,114,0,,unknown
684,$2AC,$8A,$8ACB00,$8ACB00-$8ACB3F,$8ACD00-$8ACD3F,18,0,,unknown
685,$2AD,$8A,$8ACB40,$8ACB40-$8ACB7F,$8ACD40-$8ACD7F,115,0,,unknown
686,$2AE,$8A,$8ACB80,$8ACB80-$8ACBBF,$8ACD80-$8ACDBF,62,0,,unknown
687,$2AF,$8A,$8ACBC0,$8ACBC0-$8ACBFF,$8ACDC0-$8ACDFF,96,0,,unknown
688,$2B0,$8A,$8ACC00,$8ACC00-$8ACC3F,$8ACE00-$8ACE3F,58,0,,unknown
689,$2B1,$8A,$8ACC40,$8ACC40-$8ACC7F,$8ACE40-$8ACE7F,89,0,,unknown
690,$2B2,$8A,$8ACC80,$8ACC80-$8ACCBF,$8ACE80-$8ACEBF,17,0,,unknown
691,$2B3,$8A,$8ACCC0,$8ACCC0-$8ACCFF,$8ACEC0-$8ACEFF,92,0,,unknown
692,$2B4,$8A,$8ACD00,$8ACD00-$8ACD3F,$8ACF00-$8ACF3F,18,0,,unknown
693,$2B5,$8A,$8ACD40,$8ACD40-$8ACD7F,$8ACF40-$8ACF7F,92,0,,unknown
694,$2B6,$8A,$8ACD80,$8ACD80-$8ACDBF,$8ACF80-$8ACFBF,58,0,,unknown
695,$2B7,$8A,$8ACDC0,$8ACDC0-$8ACDFF,$8ACFC0-$8ACFFF,66,0,,unknown
696,$2B8,$8A,$8ACE00,$8ACE00-$8ACE3F,$8AD000-$8AD03F,29,0,,unknown
697,$2B9,$8A,$8ACE40,$8ACE40-$8ACE7F,$8AD040-$8AD07F,59,0,,unknown
698,$2BA,$8A,$8ACE80,$8ACE80-$8ACEBF,$8AD080-$8AD0BF,57,0,,unknown
699,$2BB,$8A,$8ACEC0,$8ACEC0-$8ACEFF,$8AD0C0-$8AD0FF,44,0,,unknown
700,$2BC,$8A,$8ACF00,$8ACF00-$8ACF3F,$8AD100-$8AD13F,65,0,,unknown
701,$2BD,$8A,$8ACF40,$8ACF40-$8ACF7F,$8AD140-$8AD17F,53,0,,unknown
702,$2BE,$8A,$8ACF80,$8ACF80-$8ACFBF,$8AD180-$8AD1BF,68,0,,unknown
703,$2BF,$8A,$8ACFC0,$8ACFC0-$8ACFFF,$8AD1C0-$8AD1FF,58,0,,unknown
704,$2C0,$8A,$8AE000,$8AE000-$8AE03F,$8AE200-$8AE23F,54,0,,unknown
705,$2C1,$8A,$8AE040,$8AE040-$8AE07F,$8AE240-$8AE27F,51,0,,unknown
706,$2C2,$8A,$8AE080,$8AE080-$8AE0BF,$8AE280-$8AE2BF,65,0,,unknown
707,$2C3,$8A,$8AE0C0,$8AE0C0-$8AE0FF,$8AE2C0-$8AE2FF,41,0,,unknown
708,$2C4,$8A,$8AE100,$8AE100-$8AE13F,$8AE300-$8AE33F,52,0,,unknown
709,$2C5,$8A,$8AE140,$8AE140-$8AE17F,$8AE340-$8AE37F,29,0,,unknown
710,$2C6,$8A,$8AE180,$8AE180-$8AE1BF,$8AE380-$8AE3BF,78,0,,unknown
711,$2C7,$8A,$8AE1C0,$8AE1C0-$8AE1FF,$8AE3C0-$8AE3FF,118,0,,unknown
712,$2C8,$8A,$8AE200,$8AE200-$8AE23F,$8AE400-$8AE43F,113,0,,unknown
713,$2C9,$8A,$8AE240,$8AE240-$8AE27F,$8AE440-$8AE47F,87,0,,unknown
714,$2CA,$8A,$8AE280,$8AE280-$8AE2BF,$8AE480-$8AE4BF,102,0,,unknown
715,$2CB,$8A,$8AE2C0,$8AE2C0-$8AE2FF,$8AE4C0-$8AE4FF,62,0,,unknown
716,$2CC,$8A,$8AE300,$8AE300-$8AE33F,$8AE500-$8AE53F,111,0,,unknown
717,$2CD,$8A,$8AE340,$8AE340-$8AE37F,$8AE540-$8AE57F,58,0,,unknown
718,$2CE,$8A,$8AE380,$8AE380-$8AE3BF,$8AE580-$8AE5BF,128,0,,unknown
719,$2CF,$8A,$8AE3C0,$8AE3C0-$8AE3FF,$8AE5C0-$8AE5FF,122,0,,unknown
720,$2D0,$8A,$8AE400,$8AE400-$8AE43F,$8AE600-$8AE63F,123,0,,unknown
721,$2D1,$8A,$8AE440,$8AE440-$8AE47F,$8AE640-$8AE67F,126,0,,unknown
722,$2D2,$8A,$8AE480,$8AE480-$8AE4BF,$8AE680-$8AE6BF,80,0,,unknown
723,$2D3,$8A,$8AE4C0,$8AE4C0-$8AE4FF,$8AE6C0-$8AE6FF,64,0,,unknown
724,$2D4,$8A,$8AE500,$8AE500-$8AE53F,$8AE700-$8AE73F,122,0,,unknown
725,$2D5,$8A,$8AE540,$8AE540-$8AE57F,$8AE740-$8AE77F,57,0,,unknown
726,$2D6,$8A,$8AE580,$8AE580-$8AE5BF,$8AE780-$8AE7BF,102,0,,unknown
727,$2D7,$8A,$8AE5C0,$8AE5C0-$8AE5FF,$8AE7C0-$8AE7FF,105,0,,unknown
728,$2D8,$8A,$8AE600,$8AE600-$8AE63F,$8AE800-$8AE83F,116,0,,unknown
