old_label,new_label,scope,pass
CODE_81C4AA,Bank81_HeldItemMapActionBranch_81C4AA,bank_81.asm,Pass70
CODE_81C4B2,Bank81_HeldItemMapActionBranch_81C4B2,bank_81.asm,Pass70
CODE_81C4BA,Bank81_HeldItemMapActionBranch_81C4BA,bank_81.asm,Pass70
CODE_81C4CA,Bank81_HeldItemMapActionBranch_81C4CA,bank_81.asm,Pass70
CODE_81C4E9,Bank81_HeldItemMapActionBranch_81C4E9,bank_81.asm,Pass70
CODE_81C4FA,Bank81_HeldItemMapActionBranch_81C4FA,bank_81.asm,Pass70
CODE_81C503,Bank81_HeldItemMapActionBranch_81C503,bank_81.asm,Pass70
CODE_81C517,Bank81_HeldItemMapActionBranch_81C517,bank_81.asm,Pass70
CODE_81C528,Bank81_HeldItemMapActionBranch_81C528,bank_81.asm,Pass70
CODE_81C531,Bank81_HeldItemMapActionBranch_81C531,bank_81.asm,Pass70
CODE_81C542,Bank81_HeldItemMapActionBranch_81C542,bank_81.asm,Pass70
CODE_81C553,Bank81_HeldItemMapActionBranch_81C553,bank_81.asm,Pass70
CODE_81C556,Bank81_HeldItemMapActionBranch_81C556,bank_81.asm,Pass70
CODE_81C570,Bank81_HeldItemMapActionBranch_81C570,bank_81.asm,Pass70
CODE_81C57C,Bank81_HeldItemMapActionBranch_81C57C,bank_81.asm,Pass70
CODE_81C5B5,Bank81_HeldItemMapActionBranch_81C5B5,bank_81.asm,Pass70
CODE_81C5BD,Bank81_HeldItemMapActionBranch_81C5BD,bank_81.asm,Pass70
CODE_81C5C9,Bank81_HeldItemMapActionBranch_81C5C9,bank_81.asm,Pass70
CODE_81C5D5,Bank81_HeldItemMapActionBranch_81C5D5,bank_81.asm,Pass70
CODE_81C5E1,Bank81_HeldItemMapActionBranch_81C5E1,bank_81.asm,Pass70
CODE_81C5ED,Bank81_HeldItemMapActionBranch_81C5ED,bank_81.asm,Pass70
CODE_81C5F9,Bank81_HeldItemMapActionBranch_81C5F9,bank_81.asm,Pass70
CODE_81C611,Bank81_HeldItemMapActionBranch_81C611,bank_81.asm,Pass70
CODE_81C61E,Bank81_HeldItemMapActionBranch_81C61E,bank_81.asm,Pass70
CODE_81C62B,Bank81_HeldItemMapActionBranch_81C62B,bank_81.asm,Pass70
CODE_81C638,Bank81_HeldItemMapActionBranch_81C638,bank_81.asm,Pass70
CODE_81C642,Bank81_HeldItemMapActionBranch_81C642,bank_81.asm,Pass70
CODE_81C64F,Bank81_HeldItemMapActionBranch_81C64F,bank_81.asm,Pass70
CODE_81C65C,Bank81_HeldItemMapActionBranch_81C65C,bank_81.asm,Pass70
CODE_81C662,Bank81_HeldItemMapActionBranch_81C662,bank_81.asm,Pass70
CODE_81C668,Bank81_HeldItemMapActionBranch_81C668,bank_81.asm,Pass70
CODE_81C66E,Bank81_HeldItemMapActionBranch_81C66E,bank_81.asm,Pass70
CODE_81C688,Bank81_HeldItemMapActionBranch_81C688,bank_81.asm,Pass70
CODE_81C692,Bank81_HeldItemMapActionBranch_81C692,bank_81.asm,Pass70
CODE_81C69C,Bank81_HeldItemMapActionBranch_81C69C,bank_81.asm,Pass70
CODE_81C6A6,Bank81_HeldItemMapActionBranch_81C6A6,bank_81.asm,Pass70
CODE_81C6C2,Bank81_HeldItemMapActionBranch_81C6C2,bank_81.asm,Pass70
CODE_81C6D5,Bank81_HeldItemMapActionBranch_81C6D5,bank_81.asm,Pass70
CODE_81C6E9,Bank81_HeldItemMapActionBranch_81C6E9,bank_81.asm,Pass70
CODE_81C6FC,Bank81_HeldItemMapActionBranch_81C6FC,bank_81.asm,Pass70
CODE_81C70F,Bank81_HeldItemMapActionBranch_81C70F,bank_81.asm,Pass70
CODE_81C722,Bank81_HeldItemMapActionBranch_81C722,bank_81.asm,Pass70
CODE_81C736,Bank81_HeldItemMapActionBranch_81C736,bank_81.asm,Pass70
CODE_81C757,Bank81_HeldItemMapActionBranch_81C757,bank_81.asm,Pass70
CODE_81C761,Bank81_HeldItemMapActionBranch_81C761,bank_81.asm,Pass70
CODE_81C76D,Bank81_HeldItemMapActionBranch_81C76D,bank_81.asm,Pass70
CODE_81C777,Bank81_HeldItemMapActionBranch_81C777,bank_81.asm,Pass70
CODE_81C781,Bank81_HeldItemMapActionBranch_81C781,bank_81.asm,Pass70
CODE_81C78B,Bank81_HeldItemMapActionBranch_81C78B,bank_81.asm,Pass70
CODE_81C7A7,Bank81_HeldItemMapActionBranch_81C7A7,bank_81.asm,Pass70
CODE_81C7BA,Bank81_HeldItemMapActionBranch_81C7BA,bank_81.asm,Pass70
CODE_81C7CD,Bank81_HeldItemMapActionBranch_81C7CD,bank_81.asm,Pass70
CODE_81C7E0,Bank81_HeldItemMapActionBranch_81C7E0,bank_81.asm,Pass70
CODE_81C7F3,Bank81_HeldItemMapActionBranch_81C7F3,bank_81.asm,Pass70
CODE_81C806,Bank81_HeldItemMapActionBranch_81C806,bank_81.asm,Pass70
CODE_81C827,Bank81_HeldItemMapActionBranch_81C827,bank_81.asm,Pass70
CODE_81C82A,Bank81_HeldItemMapActionBranch_81C82A,bank_81.asm,Pass70
CODE_81C83B,Bank81_HeldItemMapActionBranch_81C83B,bank_81.asm,Pass70
CODE_81C879,Bank81_HeldItemMapActionBranch_81C879,bank_81.asm,Pass70
CODE_81C88E,Bank81_HeldItemMapActionBranch_81C88E,bank_81.asm,Pass70
CODE_81C898,Bank81_HeldItemMapActionBranch_81C898,bank_81.asm,Pass70
CODE_81C8A2,Bank81_HeldItemMapActionBranch_81C8A2,bank_81.asm,Pass70
CODE_81C8C6,Bank81_HeldItemMapActionBranch_81C8C6,bank_81.asm,Pass70
CODE_81C8E5,Bank81_HeldItemMapActionBranch_81C8E5,bank_81.asm,Pass70
CODE_81C904,Bank81_HeldItemMapActionBranch_81C904,bank_81.asm,Pass70
CODE_81C923,Bank81_HeldItemMapActionBranch_81C923,bank_81.asm,Pass70
CODE_81C937,Bank81_HeldItemMapActionBranch_81C937,bank_81.asm,Pass70
CODE_81C949,Bank81_HeldItemMapActionBranch_81C949,bank_81.asm,Pass70
CODE_81C951,Bank81_HeldItemMapActionBranch_81C951,bank_81.asm,Pass70
CODE_81C980,Bank81_HeldItemMapActionBranch_81C980,bank_81.asm,Pass70
CODE_81C982,Bank81_HeldItemMapActionBranch_81C982,bank_81.asm,Pass70
CODE_81C98E,Bank81_HeldItemMapActionBranch_81C98E,bank_81.asm,Pass70
CODE_81C99F,Bank81_HeldItemMapActionBranch_81C99F,bank_81.asm,Pass70
CODE_81C9B7,Bank81_HeldItemMapActionBranch_81C9B7,bank_81.asm,Pass70
CODE_81C9DC,Bank81_HeldItemMapActionBranch_81C9DC,bank_81.asm,Pass70
CODE_81C9ED,Bank81_HeldItemMapActionBranch_81C9ED,bank_81.asm,Pass70
CODE_81CA13,Bank81_HeldItemMapActionBranch_81CA13,bank_81.asm,Pass70
CODE_81CA33,Bank81_HeldItemMapActionBranch_81CA33,bank_81.asm,Pass70
CODE_81CA46,Bank81_HeldItemMapActionBranch_81CA46,bank_81.asm,Pass70
CODE_81CA60,Bank81_HeldItemMapActionBranch_81CA60,bank_81.asm,Pass70
CODE_81CA70,Bank81_HeldItemMapActionBranch_81CA70,bank_81.asm,Pass70
CODE_81CA96,Bank81_HeldItemMapActionBranch_81CA96,bank_81.asm,Pass70
CODE_81CAAB,Bank81_HeldItemMapActionBranch_81CAAB,bank_81.asm,Pass70
CODE_81CB02,Bank81_HeldItemMapActionBranch_81CB02,bank_81.asm,Pass70
CODE_81CB11,Bank81_HeldItemMapActionBranch_81CB11,bank_81.asm,Pass70
CODE_81CB14,Bank81_HeldItemMapActionBranch_81CB14,bank_81.asm,Pass70
CODE_81CB24,Bank81_HeldItemMapActionBranch_81CB24,bank_81.asm,Pass70
CODE_81CB38,Bank81_HeldItemMapActionBranch_81CB38,bank_81.asm,Pass70
CODE_81CB5B,Bank81_HeldItemMapActionBranch_81CB5B,bank_81.asm,Pass70
CODE_81CB5E,Bank81_HeldItemMapActionBranch_81CB5E,bank_81.asm,Pass70
CODE_81CB74,Bank81_HeldItemMapActionBranch_81CB74,bank_81.asm,Pass70
CODE_81CB77,Bank81_HeldItemMapActionBranch_81CB77,bank_81.asm,Pass70
CODE_81CB86,Bank81_HeldItemMapActionBranch_81CB86,bank_81.asm,Pass70
CODE_81CB8E,Bank81_HeldItemMapActionBranch_81CB8E,bank_81.asm,Pass70
CODE_81CB96,Bank81_HeldItemMapActionBranch_81CB96,bank_81.asm,Pass70
CODE_81CB9E,Bank81_HeldItemMapActionBranch_81CB9E,bank_81.asm,Pass70
CODE_81CBAC,Bank81_HeldItemMapActionBranch_81CBAC,bank_81.asm,Pass70
CODE_81CBB8,Bank81_HeldItemMapActionBranch_81CBB8,bank_81.asm,Pass70
CODE_81CBC4,Bank81_HeldItemMapActionBranch_81CBC4,bank_81.asm,Pass70
CODE_81CBD0,Bank81_HeldItemMapActionBranch_81CBD0,bank_81.asm,Pass70
CODE_81CBF3,Bank81_HeldItemMapActionBranch_81CBF3,bank_81.asm,Pass70
CODE_81CC07,Bank81_HeldItemMapActionBranch_81CC07,bank_81.asm,Pass70
CODE_81CC0F,Bank81_HeldItemMapActionBranch_81CC0F,bank_81.asm,Pass70
CODE_81CC27,Bank81_HeldItemMapActionBranch_81CC27,bank_81.asm,Pass70
CODE_81CC30,Bank81_HeldItemMapActionBranch_81CC30,bank_81.asm,Pass70
CODE_81CC42,Bank81_HeldItemMapActionBranch_81CC42,bank_81.asm,Pass70
CODE_81CC50,Bank81_HeldItemMapActionBranch_81CC50,bank_81.asm,Pass70
CODE_81CC5C,Bank81_HeldItemMapActionBranch_81CC5C,bank_81.asm,Pass70
CODE_81CC68,Bank81_HeldItemMapActionBranch_81CC68,bank_81.asm,Pass70
CODE_81CC74,Bank81_HeldItemMapActionBranch_81CC74,bank_81.asm,Pass70
CODE_81CC97,Bank81_HeldItemMapActionBranch_81CC97,bank_81.asm,Pass70
CODE_81CCAB,Bank81_HeldItemMapActionBranch_81CCAB,bank_81.asm,Pass70
CODE_81CCB3,Bank81_HeldItemMapActionBranch_81CCB3,bank_81.asm,Pass70
CODE_81CCCB,Bank81_HeldItemMapActionBranch_81CCCB,bank_81.asm,Pass70
CODE_81CCD4,Bank81_HeldItemMapActionBranch_81CCD4,bank_81.asm,Pass70
CODE_81CCE6,Bank81_HeldItemMapActionBranch_81CCE6,bank_81.asm,Pass70
CODE_81CCF4,Bank81_HeldItemMapActionBranch_81CCF4,bank_81.asm,Pass70
CODE_81CD00,Bank81_HeldItemMapActionBranch_81CD00,bank_81.asm,Pass70
CODE_81CD0C,Bank81_HeldItemMapActionBranch_81CD0C,bank_81.asm,Pass70
CODE_81CD18,Bank81_HeldItemMapActionBranch_81CD18,bank_81.asm,Pass70
CODE_81CD3B,Bank81_HeldItemMapActionBranch_81CD3B,bank_81.asm,Pass70
CODE_81CD4F,Bank81_HeldItemMapActionBranch_81CD4F,bank_81.asm,Pass70
CODE_81CD57,Bank81_HeldItemMapActionBranch_81CD57,bank_81.asm,Pass70
CODE_81CD6F,Bank81_HeldItemMapActionBranch_81CD6F,bank_81.asm,Pass70
CODE_81CD78,Bank81_HeldItemMapActionBranch_81CD78,bank_81.asm,Pass70
CODE_81CD8A,Bank81_HeldItemMapActionBranch_81CD8A,bank_81.asm,Pass70
CODE_81CD98,Bank81_HeldItemMapActionBranch_81CD98,bank_81.asm,Pass70
CODE_81CDA4,Bank81_HeldItemMapActionBranch_81CDA4,bank_81.asm,Pass70
CODE_81CDB0,Bank81_HeldItemMapActionBranch_81CDB0,bank_81.asm,Pass70
CODE_81CDBC,Bank81_HeldItemMapActionBranch_81CDBC,bank_81.asm,Pass70
CODE_81CDDF,Bank81_HeldItemMapActionBranch_81CDDF,bank_81.asm,Pass70
CODE_81CDF3,Bank81_HeldItemMapActionBranch_81CDF3,bank_81.asm,Pass70
CODE_81CDFB,Bank81_HeldItemMapActionBranch_81CDFB,bank_81.asm,Pass70
CODE_81CE13,Bank81_HeldItemMapActionBranch_81CE13,bank_81.asm,Pass70
CODE_81CE1C,Bank81_HeldItemMapActionBranch_81CE1C,bank_81.asm,Pass70
CODE_81CE2B,Bank81_HeldItemMapActionBranch_81CE2B,bank_81.asm,Pass70
CODE_81CE52,Bank81_HeldItemMapActionBranch_81CE52,bank_81.asm,Pass70
CODE_81CE53,Bank81_HeldItemMapActionBranch_81CE53,bank_81.asm,Pass70
CODE_81CE58,Bank81_HeldItemMapActionBranch_81CE58,bank_81.asm,Pass70
CODE_81CE68,Bank81_HeldItemMapActionBranch_81CE68,bank_81.asm,Pass70
CODE_81CE72,Bank81_HeldItemMapActionBranch_81CE72,bank_81.asm,Pass70
CODE_81CE81,Bank81_HeldItemMapActionBranch_81CE81,bank_81.asm,Pass70
CODE_81CE91,Bank81_HeldItemMapActionBranch_81CE91,bank_81.asm,Pass70
CODE_81CE9B,Bank81_HeldItemMapActionBranch_81CE9B,bank_81.asm,Pass70
CODE_81CEAA,Bank81_HeldItemMapActionBranch_81CEAA,bank_81.asm,Pass70
CODE_81CEBA,Bank81_HeldItemMapActionBranch_81CEBA,bank_81.asm,Pass70
CODE_81CEC4,Bank81_HeldItemMapActionBranch_81CEC4,bank_81.asm,Pass70
CODE_81CED3,Bank81_HeldItemMapActionBranch_81CED3,bank_81.asm,Pass70
CODE_81CEE3,Bank81_HeldItemMapActionBranch_81CEE3,bank_81.asm,Pass70
CODE_81CEED,Bank81_HeldItemMapActionBranch_81CEED,bank_81.asm,Pass70
CODE_81CEFC,Bank81_HeldItemMapActionBranch_81CEFC,bank_81.asm,Pass70
CODE_81CF0C,Bank81_HeldItemMapActionBranch_81CF0C,bank_81.asm,Pass70
CODE_81CF16,Bank81_HeldItemMapActionBranch_81CF16,bank_81.asm,Pass70
CODE_81CF25,Bank81_HeldItemMapActionBranch_81CF25,bank_81.asm,Pass70
CODE_81CF35,Bank81_HeldItemMapActionBranch_81CF35,bank_81.asm,Pass70
CODE_81CF3F,Bank81_HeldItemMapActionBranch_81CF3F,bank_81.asm,Pass70
CODE_81CF4E,Bank81_HeldItemMapActionBranch_81CF4E,bank_81.asm,Pass70
CODE_81CF5E,Bank81_HeldItemMapActionBranch_81CF5E,bank_81.asm,Pass70
CODE_81CF68,Bank81_HeldItemMapActionBranch_81CF68,bank_81.asm,Pass70
CODE_81CF77,Bank81_HeldItemMapActionBranch_81CF77,bank_81.asm,Pass70
CODE_81CF87,Bank81_HeldItemMapActionBranch_81CF87,bank_81.asm,Pass70
CODE_81CF91,Bank81_HeldItemMapActionBranch_81CF91,bank_81.asm,Pass70
CODE_81D039,Bank81_HeldItemMapActionBranch_81D039,bank_81.asm,Pass70
CODE_81D03D,Bank81_HeldItemMapActionBranch_81D03D,bank_81.asm,Pass70
CODE_81D060,Bank81_HeldItemMapActionBranch_81D060,bank_81.asm,Pass70
CODE_81D1CC,Bank81_HeldItemMapActionBranch_81D1CC,bank_81.asm,Pass70
CODE_81D1DC,Bank81_HeldItemMapActionBranch_81D1DC,bank_81.asm,Pass70
CODE_81D1E4,Bank81_HeldItemMapActionBranch_81D1E4,bank_81.asm,Pass70
CODE_81D670,Bank81_HeldItemMapActionBranch_81D670,bank_81.asm,Pass70
CODE_81D6E2,Bank81_HeldItemMapActionBranch_81D6E2,bank_81.asm,Pass70
CODE_81D6F8,Bank81_HeldItemMapActionBranch_81D6F8,bank_81.asm,Pass70
CODE_81D716,Bank81_HeldItemMapActionBranch_81D716,bank_81.asm,Pass70
CODE_81D7D3,Bank81_HeldItemMapActionBranch_81D7D3,bank_81.asm,Pass70
CODE_81D7E9,Bank81_HeldItemMapActionBranch_81D7E9,bank_81.asm,Pass70
CODE_81D7F0,Bank81_HeldItemMapActionBranch_81D7F0,bank_81.asm,Pass70
CODE_81D7FD,Bank81_HeldItemMapActionBranch_81D7FD,bank_81.asm,Pass70
CODE_81D81A,Bank81_HeldItemMapActionBranch_81D81A,bank_81.asm,Pass70
CODE_81D824,Bank81_HeldItemMapActionBranch_81D824,bank_81.asm,Pass70
CODE_81D83E,Bank81_HeldItemMapActionBranch_81D83E,bank_81.asm,Pass70
CODE_81D859,Bank81_HeldItemMapActionBranch_81D859,bank_81.asm,Pass70
CODE_81D863,Bank81_HeldItemMapActionBranch_81D863,bank_81.asm,Pass70
CODE_81D870,Bank81_HeldItemMapActionBranch_81D870,bank_81.asm,Pass70
CODE_81D87F,Bank81_HeldItemMapActionBranch_81D87F,bank_81.asm,Pass70
CODE_81D8DC,Bank81_HeldItemMapActionBranch_81D8DC,bank_81.asm,Pass70
CODE_81D8FD,Bank81_HeldItemMapActionBranch_81D8FD,bank_81.asm,Pass70
CODE_81D938,Bank81_HeldItemMapActionBranch_81D938,bank_81.asm,Pass70
CODE_81D954,Bank81_HeldItemMapActionBranch_81D954,bank_81.asm,Pass70
CODE_81D96B,Bank81_HeldItemMapActionBranch_81D96B,bank_81.asm,Pass70
CODE_81D96C,Bank81_HeldItemMapActionBranch_81D96C,bank_81.asm,Pass70
CODE_81D9B4,Bank81_HeldItemMapActionBranch_81D9B4,bank_81.asm,Pass70
CODE_81D9CB,Bank81_HeldItemMapActionBranch_81D9CB,bank_81.asm,Pass70
CODE_81D9F5,Bank81_HeldItemMapActionBranch_81D9F5,bank_81.asm,Pass70
CODE_81D9FD,Bank81_HeldItemMapActionBranch_81D9FD,bank_81.asm,Pass70
CODE_81DA07,Bank81_HeldItemMapActionBranch_81DA07,bank_81.asm,Pass70
CODE_81DA3D,Bank81_HeldItemMapActionBranch_81DA3D,bank_81.asm,Pass70
CODE_81DA57,Bank81_HeldItemMapActionBranch_81DA57,bank_81.asm,Pass70
CODE_81DA81,Bank81_HeldItemMapActionBranch_81DA81,bank_81.asm,Pass70
CODE_81DAAB,Bank81_HeldItemMapActionBranch_81DAAB,bank_81.asm,Pass70
CODE_81DAB3,Bank81_HeldItemMapActionBranch_81DAB3,bank_81.asm,Pass70
CODE_81DABD,Bank81_HeldItemMapActionBranch_81DABD,bank_81.asm,Pass70
CODE_81DAF3,Bank81_HeldItemMapActionBranch_81DAF3,bank_81.asm,Pass70
CODE_81DB0D,Bank81_HeldItemMapActionBranch_81DB0D,bank_81.asm,Pass70
CODE_81DB37,Bank81_HeldItemMapActionBranch_81DB37,bank_81.asm,Pass70
CODE_81DB53,Bank81_HeldItemMapActionBranch_81DB53,bank_81.asm,Pass70
CODE_81DB6F,Bank81_HeldItemMapActionBranch_81DB6F,bank_81.asm,Pass70
CODE_81DB84,Bank81_HeldItemMapActionBranch_81DB84,bank_81.asm,Pass70
CODE_81DB92,Bank81_HeldItemMapActionBranch_81DB92,bank_81.asm,Pass70
CODE_81DBA0,Bank81_HeldItemMapActionBranch_81DBA0,bank_81.asm,Pass70
CODE_81DBBF,Bank81_HeldItemMapActionBranch_81DBBF,bank_81.asm,Pass70
CODE_81DC16,Bank81_HeldItemMapActionBranch_81DC16,bank_81.asm,Pass70
CODE_81DC22,Bank81_HeldItemMapActionBranch_81DC22,bank_81.asm,Pass70
CODE_81DC2A,Bank81_HeldItemMapActionBranch_81DC2A,bank_81.asm,Pass70
CODE_81DC4A,Bank81_HeldItemMapActionBranch_81DC4A,bank_81.asm,Pass70
CODE_81DC56,Bank81_HeldItemMapActionBranch_81DC56,bank_81.asm,Pass70
CODE_81DC84,Bank81_HeldItemMapActionBranch_81DC84,bank_81.asm,Pass70
CODE_81DC90,Bank81_HeldItemMapActionBranch_81DC90,bank_81.asm,Pass70
CODE_81DC98,Bank81_HeldItemMapActionBranch_81DC98,bank_81.asm,Pass70
CODE_81DCC1,Bank81_HeldItemMapActionBranch_81DCC1,bank_81.asm,Pass70
CODE_81DCCD,Bank81_HeldItemMapActionBranch_81DCCD,bank_81.asm,Pass70
CODE_81DDD2,Bank81_HeldItemMapActionBranch_81DDD2,bank_81.asm,Pass70
CODE_81DDDE,Bank81_HeldItemMapActionBranch_81DDDE,bank_81.asm,Pass70
CODE_81DDE6,Bank81_HeldItemMapActionBranch_81DDE6,bank_81.asm,Pass70
CODE_81DE0F,Bank81_HeldItemMapActionBranch_81DE0F,bank_81.asm,Pass70
CODE_81DE1B,Bank81_HeldItemMapActionBranch_81DE1B,bank_81.asm,Pass70
CODE_81DE2E,Bank81_HeldItemMapActionBranch_81DE2E,bank_81.asm,Pass70
CODE_81DE35,Bank81_HeldItemMapActionBranch_81DE35,bank_81.asm,Pass70
CODE_81DE43,Bank81_HeldItemMapActionBranch_81DE43,bank_81.asm,Pass70
CODE_81DE68,Bank81_HeldItemMapActionBranch_81DE68,bank_81.asm,Pass70
CODE_81DE8A,Bank81_HeldItemMapActionBranch_81DE8A,bank_81.asm,Pass70
CODE_81DE97,Bank81_HeldItemMapActionBranch_81DE97,bank_81.asm,Pass70
CODE_81DEA3,Bank81_HeldItemMapActionBranch_81DEA3,bank_81.asm,Pass70
CODE_81DEB5,Bank81_HeldItemMapActionBranch_81DEB5,bank_81.asm,Pass70
CODE_81DEBC,Bank81_HeldItemMapActionBranch_81DEBC,bank_81.asm,Pass70
CODE_81DED4,Bank81_HeldItemMapActionBranch_81DED4,bank_81.asm,Pass70
CODE_81DEF1,Bank81_HeldItemMapActionBranch_81DEF1,bank_81.asm,Pass70
CODE_81DF13,Bank81_HeldItemMapActionBranch_81DF13,bank_81.asm,Pass70
CODE_81DF2B,Bank81_HeldItemMapActionBranch_81DF2B,bank_81.asm,Pass70
CODE_81DF48,Bank81_HeldItemMapActionBranch_81DF48,bank_81.asm,Pass70
CODE_81DF6A,Bank81_HeldItemMapActionBranch_81DF6A,bank_81.asm,Pass70
CODE_81DF99,Bank81_HeldItemMapActionBranch_81DF99,bank_81.asm,Pass70
CODE_81DFC8,Bank81_HeldItemMapActionBranch_81DFC8,bank_81.asm,Pass70
CODE_81DFD4,Bank81_HeldItemMapActionBranch_81DFD4,bank_81.asm,Pass70
CODE_81DFDC,Bank81_HeldItemMapActionBranch_81DFDC,bank_81.asm,Pass70
CODE_81E02E,Bank81_HeldItemMapActionBranch_81E02E,bank_81.asm,Pass70
CODE_81E050,Bank81_HeldItemMapActionBranch_81E050,bank_81.asm,Pass70
CODE_81E08A,Bank81_HeldItemMapActionBranch_81E08A,bank_81.asm,Pass70
CODE_81E0CD,Bank81_HeldItemMapActionBranch_81E0CD,bank_81.asm,Pass70
CODE_81E0EF,Bank81_HeldItemMapActionBranch_81E0EF,bank_81.asm,Pass70
CODE_81E0FB,Bank81_HeldItemMapActionBranch_81E0FB,bank_81.asm,Pass70
CODE_81E103,Bank81_HeldItemMapActionBranch_81E103,bank_81.asm,Pass70
CODE_81E136,Bank81_HeldItemMapActionBranch_81E136,bank_81.asm,Pass70
CODE_81E15A,Bank81_HeldItemMapActionBranch_81E15A,bank_81.asm,Pass70
CODE_81E17C,Bank81_HeldItemMapActionBranch_81E17C,bank_81.asm,Pass70
CODE_81E1B5,Bank81_HeldItemMapActionBranch_81E1B5,bank_81.asm,Pass70
CODE_81E200,Bank81_HeldItemMapActionBranch_81E200,bank_81.asm,Pass70
CODE_81E213,Bank81_HeldItemMapActionBranch_81E213,bank_81.asm,Pass70
CODE_81E221,Bank81_HeldItemMapActionBranch_81E221,bank_81.asm,Pass70
CODE_81E222,Bank81_HeldItemMapActionBranch_81E222,bank_81.asm,Pass70
CODE_81E2FF,Bank81_HeldItemMapActionBranch_81E2FF,bank_81.asm,Pass70
CODE_81E30B,Bank81_HeldItemMapActionBranch_81E30B,bank_81.asm,Pass70
CODE_81E313,Bank81_HeldItemMapActionBranch_81E313,bank_81.asm,Pass70
CODE_81E33C,Bank81_HeldItemMapActionBranch_81E33C,bank_81.asm,Pass70
CODE_81E348,Bank81_HeldItemMapActionBranch_81E348,bank_81.asm,Pass70
CODE_81E3BA,Bank81_HeldItemMapActionBranch_81E3BA,bank_81.asm,Pass70
CODE_81E3C6,Bank81_HeldItemMapActionBranch_81E3C6,bank_81.asm,Pass70
CODE_81E3CE,Bank81_HeldItemMapActionBranch_81E3CE,bank_81.asm,Pass70
CODE_81E3F7,Bank81_HeldItemMapActionBranch_81E3F7,bank_81.asm,Pass70
CODE_81E403,Bank81_HeldItemMapActionBranch_81E403,bank_81.asm,Pass70
CODE_81E552,Bank81_HeldItemMapActionBranch_81E552,bank_81.asm,Pass70
CODE_81E55E,Bank81_HeldItemMapActionBranch_81E55E,bank_81.asm,Pass70
CODE_81E566,Bank81_HeldItemMapActionBranch_81E566,bank_81.asm,Pass70
CODE_81E58F,Bank81_HeldItemMapActionBranch_81E58F,bank_81.asm,Pass70
CODE_81E59B,Bank81_HeldItemMapActionBranch_81E59B,bank_81.asm,Pass70
CODE_81E5C2,Bank81_HeldItemMapActionBranch_81E5C2,bank_81.asm,Pass70
CODE_81E5CF,Bank81_HeldItemMapActionBranch_81E5CF,bank_81.asm,Pass70
CODE_81E5DB,Bank81_HeldItemMapActionBranch_81E5DB,bank_81.asm,Pass70
CODE_81E5F5,Bank81_HeldItemMapActionBranch_81E5F5,bank_81.asm,Pass70
CODE_81E617,Bank81_HeldItemMapActionBranch_81E617,bank_81.asm,Pass70
CODE_81E639,Bank81_HeldItemMapActionBranch_81E639,bank_81.asm,Pass70
CODE_81E65B,Bank81_HeldItemMapActionBranch_81E65B,bank_81.asm,Pass70
CODE_81E67D,Bank81_HeldItemMapActionBranch_81E67D,bank_81.asm,Pass70
CODE_81E69F,Bank81_HeldItemMapActionBranch_81E69F,bank_81.asm,Pass70
CODE_81E6A0,Bank81_HeldItemMapActionBranch_81E6A0,bank_81.asm,Pass70
CODE_81E700,Bank81_HeldItemMapActionBranch_81E700,bank_81.asm,Pass70
CODE_81E732,Bank81_HeldItemMapActionBranch_81E732,bank_81.asm,Pass70
CODE_81E749,Bank81_HeldItemMapActionBranch_81E749,bank_81.asm,Pass70
CODE_81E762,Bank81_HeldItemMapActionBranch_81E762,bank_81.asm,Pass70
CODE_81E76E,Bank81_HeldItemMapActionBranch_81E76E,bank_81.asm,Pass70
CODE_81E791,Bank81_HeldItemMapActionBranch_81E791,bank_81.asm,Pass70
CODE_81E79D,Bank81_HeldItemMapActionBranch_81E79D,bank_81.asm,Pass70
CODE_81E7AC,Bank81_HeldItemMapActionBranch_81E7AC,bank_81.asm,Pass70
CODE_81E7B3,Bank81_HeldItemMapActionBranch_81E7B3,bank_81.asm,Pass70
CODE_81E7BA,Bank81_HeldItemMapActionBranch_81E7BA,bank_81.asm,Pass70
CODE_81E7C1,Bank81_HeldItemMapActionBranch_81E7C1,bank_81.asm,Pass70
CODE_81E7C8,Bank81_HeldItemMapActionBranch_81E7C8,bank_81.asm,Pass70
CODE_81E7CF,Bank81_HeldItemMapActionBranch_81E7CF,bank_81.asm,Pass70
CODE_81E7D6,Bank81_HeldItemMapActionBranch_81E7D6,bank_81.asm,Pass70
CODE_81E7DD,Bank81_HeldItemMapActionBranch_81E7DD,bank_81.asm,Pass70
CODE_81E7E4,Bank81_HeldItemMapActionBranch_81E7E4,bank_81.asm,Pass70
CODE_81E7EB,Bank81_HeldItemMapActionBranch_81E7EB,bank_81.asm,Pass70
CODE_81E7F2,Bank81_HeldItemMapActionBranch_81E7F2,bank_81.asm,Pass70
CODE_81E84D,Bank81_HeldItemMapActionBranch_81E84D,bank_81.asm,Pass70
CODE_81E866,Bank81_HeldItemMapActionBranch_81E866,bank_81.asm,Pass70
CODE_81E875,Bank81_HeldItemMapActionBranch_81E875,bank_81.asm,Pass70
CODE_81E8C1,Bank81_HeldItemMapActionBranch_81E8C1,bank_81.asm,Pass70
CODE_81E8D9,Bank81_HeldItemMapActionBranch_81E8D9,bank_81.asm,Pass70
CODE_81E8F1,Bank81_HeldItemMapActionBranch_81E8F1,bank_81.asm,Pass70
