group_id_hex,group_label,target_addr,first_opcode,first_opcode_name,linear_commands_sampled,known_commands,unknown_or_unparsed_commands,semantic_tags,dominant_classes,opcode_histogram,stopped_by
06,EventScriptGroup_06,$B3D7C9,$11,ChangeGameState2,69,69,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:28 dialog_text:15 conditional:14 cc_state_object:11 screen_transition:1,$12:22 $1C:15 $14:5 $16:5 $1A:4 $41:4 $09:3 $2D:3 $15:3 $13:2 $11:1 $4D:1,next_entry_boundary
06,EventScriptGroup_06,$B3D90E,$11,ChangeGameState2,33,33,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:15 dialog_text:8 conditional:5 cc_state_object:4 screen_transition:1,$12:11 $1C:8 $14:3 $09:2 $1A:2 $2D:2 $16:2 $11:1 $13:1 $10:1,stop_or_wait_opcode_$10
06,EventScriptGroup_06,$B3D99B,$11,ChangeGameState2,23,23,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:12 dialog_text:6 cc_state_object:2 conditional:2 screen_transition:1,$12:8 $1C:5 $20:2 $11:1 $09:1 $13:1 $1A:1 $2D:1 $16:1 $14:1 $1D:1,next_entry_boundary
06,EventScriptGroup_06,$B3D9F7,$17,GetRNG,2,1,1,controle_basico,time_rng_palette:1 unknown:1,$17:1 $72:1,unknown_opcode_$72
07,EventScriptGroup_07,$B3DA17,$11,ChangeGameState2,78,78,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:33 dialog_text:20 conditional:13 cc_state_object:11 screen_transition:1,$12:26 $1C:20 $15:7 $41:5 $14:4 $09:3 $1A:3 $4D:3 $2D:3 $11:1 $13:1 $45:1,next_entry_boundary
07,EventScriptGroup_07,$B3DB72,$11,ChangeGameState2,24,24,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:11 dialog_text:6 cc_state_object:3 conditional:3 screen_transition:1,$12:8 $1C:6 $15:2 $11:1 $09:1 $13:1 $1A:1 $4D:1 $2D:1 $14:1 $41:1,next_entry_boundary
07,EventScriptGroup_07,$B3DBD5,$11,ChangeGameState2,57,57,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:24 dialog_text:13 cc_state_object:10 conditional:9 screen_transition:1,$12:19 $1C:13 $15:5 $41:4 $09:2 $14:2 $1A:2 $4D:2 $2D:2 $1B:2 $11:1 $13:1,next_entry_boundary
07,EventScriptGroup_07,$B3DCD1,$11,ChangeGameState2,56,56,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:24 dialog_text:13 conditional:9 cc_state_object:9 screen_transition:1,$12:19 $1C:13 $15:4 $14:3 $41:3 $09:2 $1A:2 $4D:2 $2D:2 $1B:2 $11:1 $13:1,next_entry_boundary
07,EventScriptGroup_07,$B3DDC7,$11,ChangeGameState2,74,74,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:33 dialog_text:17 cc_state_object:12 conditional:11 screen_transition:1,$12:24 $1C:17 $14:5 $09:4 $1A:4 $15:4 $41:4 $4D:3 $2D:3 $13:2 $11:1 $1B:1,next_entry_boundary
07,EventScriptGroup_07,$B3DF0F,$11,ChangeGameState2,46,46,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:19 dialog_text:11 cc_state_object:10 conditional:5 screen_transition:1,$12:14 $1C:11 $1B:5 $14:4 $09:2 $1A:2 $4D:2 $2D:2 $11:1 $13:1 $15:1 $41:1,next_entry_boundary
07,EventScriptGroup_07,$B3DFCE,$11,ChangeGameState2,26,26,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:10 cc_state_object:8 dialog_text:5 conditional:2 screen_transition:1,$12:7 $1C:5 $1B:5 $11:1 $09:1 $13:1 $1A:1 $4D:1 $2D:1 $14:1 $15:1 $41:1,next_entry_boundary
07,EventScriptGroup_07,$B3E037,$11,ChangeGameState2,20,20,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:11 dialog_text:4 cc_state_object:3 screen_transition:1 conditional:1,$12:6 $1C:4 $09:2 $11:1 $13:1 $1A:1 $4D:1 $2D:1 $15:1 $41:1 $10:1,stop_or_wait_opcode_$10
07,EventScriptGroup_07,$B3E0BF,$DF,Unknown,1,0,1,controle_basico,unknown:1,$DF:1,unknown_opcode_$DF
08,EventScriptGroup_08,$B3E0DF,$11,ChangeGameState2,50,50,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:20 dialog_text:11 conditional:10 cc_state_object:8 screen_transition:1,$12:16 $1C:11 $16:4 $41:4 $15:3 $09:2 $14:2 $1A:2 $2D:2 $11:1 $13:1 $4D:1,next_entry_boundary
08,EventScriptGroup_08,$B3E1C9,$11,ChangeGameState2,25,25,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:12 dialog_text:6 cc_state_object:4 conditional:2 screen_transition:1,$12:9 $1C:6 $09:2 $1A:2 $2D:2 $16:2 $11:1 $13:1,next_entry_boundary
08,EventScriptGroup_08,$B3E232,$11,ChangeGameState2,51,51,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:21 dialog_text:11 conditional:10 cc_state_object:8 screen_transition:1,$12:17 $1C:11 $16:4 $41:4 $15:3 $09:2 $14:2 $1A:2 $2D:2 $11:1 $13:1 $4D:1,next_entry_boundary
08,EventScriptGroup_08,$B3E31F,$11,ChangeGameState2,52,52,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:21 dialog_text:11 conditional:10 cc_state_object:9 screen_transition:1,$12:17 $1C:11 $16:4 $15:4 $41:4 $09:2 $1A:2 $2D:2 $11:1 $13:1 $14:1 $22:1,next_entry_boundary
08,EventScriptGroup_08,$B3E413,$11,ChangeGameState2,50,50,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:25 dialog_text:11 cc_state_object:7 conditional:6 screen_transition:1,$12:18 $1C:11 $09:4 $1A:4 $14:3 $2D:3 $13:2 $16:2 $11:1 $4D:1 $45:1,next_entry_boundary
08,EventScriptGroup_08,$B3E4ED,$11,ChangeGameState2,28,28,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:13 dialog_text:6 cc_state_object:4 conditional:3 screen_transition:2,$12:9 $1C:6 $09:2 $1A:2 $2D:2 $16:2 $11:1 $0A:1 $13:1 $14:1 $10:1,stop_or_wait_opcode_$10
08,EventScriptGroup_08,$B3E560,$11,ChangeGameState2,15,15,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:7 dialog_text:3 screen_transition:2 cc_state_object:2 conditional:1,$12:5 $1C:3 $11:1 $09:1 $0A:1 $13:1 $1A:1 $2D:1 $16:1,next_entry_boundary
08,EventScriptGroup_08,$B3E59A,$11,ChangeGameState2,25,25,0,"dialogo, flags_memoria, objeto_cc, transicao_tela",script_control:12 dialog_text:6 cc_state_object:4 conditional:2 screen_transition:1,$12:9 $1C:6 $09:2 $1A:2 $2D:2 $16:2 $11:1 $13:1,next_entry_boundary
08,EventScriptGroup_08,$B3E603,$23,SetFlag,2,1,1,flags_memoria,flags_values:1 unknown:1,$23:1 $E8:1,unknown_opcode_$E8
09,EventScriptGroup_09,$B3E623,$40,Set5C,61,60,1,"objeto_cc, transicao_tela, audio, animal, player_anim",script_control:22 player_camera_motion:15 cc_state_object:7 time_rng_palette:6 screen_transition:3 flags_values:3 audio:2 special_unknown:1,$13:14 $19:10 $09:8 $02:4 $07:3 $39:3 $40:2 $05:2 $0C:2 $00:2 $25:2 $08:1,unknown_opcode_$5C
09,EventScriptGroup_09,$B3E83B,$5B,Unknown,1,0,1,controle_basico,unknown:1,$5B:1,unknown_opcode_$5B
0A,EventScriptGroup_0A,$B3E85B,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0A,EventScriptGroup_0A,$B3E89A,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0A,EventScriptGroup_0A,$B3E8C8,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0A,EventScriptGroup_0A,$B3E90B,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0A,EventScriptGroup_0A,$B3E982,$02,StopTimeFlow,5,5,0,"objeto_cc, transicao_tela",script_control:2 time_rng_palette:1 screen_transition:1 special_unknown:1,$02:1 $08:1 $09:1 $38:1 $10:1,stop_or_wait_opcode_$10
0A,EventScriptGroup_0A,$B3E9AE,$02,StopTimeFlow,5,5,0,"objeto_cc, transicao_tela",script_control:2 time_rng_palette:1 screen_transition:1 special_unknown:1,$02:1 $08:1 $09:1 $38:1 $10:1,stop_or_wait_opcode_$10
0A,EventScriptGroup_0A,$B3E9DA,$FA,Unknown,1,0,1,controle_basico,unknown:1,$FA:1,unknown_opcode_$FA
0B,EventScriptGroup_0B,$B3E9FA,$02,StopTimeFlow,12,12,0,objeto_cc,script_control:9 time_rng_palette:2 special_unknown:1,$09:8 $02:1 $03:1 $38:1 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EB5C,$09,StartNestedScriptSlot,2,2,0,objeto_cc,script_control:2,$09:1 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EB83,$09,StartNestedScriptSlot,2,2,0,objeto_cc,script_control:2,$09:1 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EBB2,$09,StartNestedScriptSlot,3,3,0,objeto_cc,script_control:3,$09:2 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EC2D,$09,StartNestedScriptSlot,4,4,0,objeto_cc,script_control:4,$09:3 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EC8D,$09,StartNestedScriptSlot,3,3,0,objeto_cc,script_control:3,$09:2 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3ECE2,$09,StartNestedScriptSlot,2,2,0,objeto_cc,script_control:2,$09:1 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3ED39,$09,StartNestedScriptSlot,7,7,0,objeto_cc,script_control:7,$09:6 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EE1A,$07,SetPlayerDirection,15,14,1,"flags_memoria, objeto_cc, transicao_tela, player_anim",script_control:7 screen_transition:2 cc_state_object:2 player_camera_motion:1 special_unknown:1 conditional:1 unknown:1,$09:5 $07:1 $08:1 $38:1 $11:1 $13:1 $12:1 $16:1 $1A:1 $1F:1 $55:1,unknown_opcode_$55
0B,EventScriptGroup_0B,$B3EEEA,$09,StartNestedScriptSlot,10,10,0,"dialogo, objeto_cc",script_control:5 cc_state_object:2 special_unknown:1 time_rng_palette:1 dialog_text:1,$12:3 $09:1 $38:1 $13:1 $1A:1 $1F:1 $03:1 $1C:1,next_entry_boundary
0B,EventScriptGroup_0B,$B3EF0A,$02,StopTimeFlow,9,9,0,"objeto_cc, transicao_tela, player_anim",screen_transition:2 script_control:2 flags_values:2 time_rng_palette:1 player_camera_motion:1 special_unknown:1,$02:1 $05:1 $08:1 $09:1 $38:1 $0B:1 $0C:1 $3C:1 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EF2E,$09,StartNestedScriptSlot,2,2,0,objeto_cc,script_control:2,$09:1 $10:1,stop_or_wait_opcode_$10
0B,EventScriptGroup_0B,$B3EF5A,$7A,Unknown,1,0,1,controle_basico,unknown:1,$7A:1,unknown_opcode_$7A
0C,EventScriptGroup_0C,$B3EF7A,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
0C,EventScriptGroup_0C,$B3EFF3,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
0C,EventScriptGroup_0C,$B3F068,$88,Unknown,1,0,1,controle_basico,unknown:1,$88:1,unknown_opcode_$88
0D,EventScriptGroup_0D,$B3F088,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
0D,EventScriptGroup_0D,$B3F0A9,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
0D,EventScriptGroup_0D,$B3F0E6,$06,SetTransitionDestination,2,1,1,transicao_tela,screen_transition:1 unknown:1,$06:1 $D4:1,unknown_opcode_$D4
0E,EventScriptGroup_0E,$B3F106,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0E,EventScriptGroup_0E,$B3FDD4,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0E,EventScriptGroup_0E,$B3FFA4,$00,AudioRelated,46,46,0,audio,audio:46,$00:46,next_entry_boundary
0F,EventScriptGroup_0F,$B48020,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0F,EventScriptGroup_0F,$B48075,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0F,EventScriptGroup_0F,$B4820E,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0F,EventScriptGroup_0F,$B48400,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0F,EventScriptGroup_0F,$B485C6,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0F,EventScriptGroup_0F,$B486E8,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
0F,EventScriptGroup_0F,$B487B8,$D8,Unknown,1,0,1,controle_basico,unknown:1,$D8:1,unknown_opcode_$D8
10,EventScriptGroup_10,$B487D8,$08,ChangeGameState,5,5,0,"objeto_cc, transicao_tela",script_control:4 screen_transition:1,$09:2 $08:1 $13:1 $10:1,stop_or_wait_opcode_$10
10,EventScriptGroup_10,$B48818,$38,EventCoreUNK2,2,1,1,controle_basico,special_unknown:1 unknown:1,$38:1 $88:1,unknown_opcode_$88
11,EventScriptGroup_11,$B48838,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
11,EventScriptGroup_11,$B488A0,$C0,Unknown,1,0,1,controle_basico,unknown:1,$C0:1,unknown_opcode_$C0
12,EventScriptGroup_12,$B488C0,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
12,EventScriptGroup_12,$B4892A,$4A,EventCoreUNK3,2,1,1,controle_basico,special_unknown:1 unknown:1,$4A:1 $89:1,unknown_opcode_$89
13,EventScriptGroup_13,$B4894A,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
13,EventScriptGroup_13,$B489D2,$F2,Unknown,1,0,1,controle_basico,unknown:1,$F2:1,unknown_opcode_$F2
14,EventScriptGroup_14,$B489F2,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
14,EventScriptGroup_14,$B48AAB,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
14,EventScriptGroup_14,$B48B00,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
14,EventScriptGroup_14,$B48B9B,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
14,EventScriptGroup_14,$B48BDE,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
14,EventScriptGroup_14,$B48C25,$45,JumpIfBetweenValue,3,2,1,flags_memoria,conditional:1 special_unknown:1 unknown:1,$45:1 $38:1 $8D:1,unknown_opcode_$8D
15,EventScriptGroup_15,$B48C45,$05,SetPlayerPosition,17,16,1,"objeto_cc, transicao_tela, player_anim",script_control:5 screen_transition:4 player_camera_motion:2 flags_values:2 cc_state_object:2 special_unknown:1 unknown:1,$09:3 $08:2 $11:2 $0C:2 $05:1 $07:1 $38:1 $13:1 $12:1 $1A:1 $1F:1 $7B:1,unknown_opcode_$7B
15,EventScriptGroup_15,$B48D38,$58,Unknown,1,0,1,controle_basico,unknown:1,$58:1,unknown_opcode_$58
16,EventScriptGroup_16,$B48D58,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
16,EventScriptGroup_16,$B48E05,$25,CCStateChange7,2,1,1,controle_basico,cc_state_object:1 unknown:1,$25:1 $C5:1,unknown_opcode_$C5
17,EventScriptGroup_17,$B48E25,$00,AudioRelated,2,1,1,audio,audio:1 unknown:1,$00:1 $B4:1,unknown_opcode_$B4
17,EventScriptGroup_17,$B48EC5,$E5,Unknown,1,0,1,controle_basico,unknown:1,$E5:1,unknown_opcode_$E5
18,EventScriptGroup_18,$B48EE5,$09,StartNestedScriptSlot,3,3,0,objeto_cc,script_control:2 special_unknown:1,$09:1 $38:1 $10:1,stop_or_wait_opcode_$10
18,EventScriptGroup_18,$B48F95,$B5,Unknown,1,0,1,controle_basico,unknown:1,$B5:1,unknown_opcode_$B5
19,EventScriptGroup_19,$B48FB5,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
19,EventScriptGroup_19,$B48FDE,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
19,EventScriptGroup_19,$B490D3,$F3,Unknown,1,0,1,controle_basico,unknown:1,$F3:1,unknown_opcode_$F3
1A,EventScriptGroup_1A,$B490F3,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1A,EventScriptGroup_1A,$B4911C,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1A,EventScriptGroup_1A,$B491B3,$D3,Unknown,1,0,1,controle_basico,unknown:1,$D3:1,unknown_opcode_$D3
1B,EventScriptGroup_1B,$B491D3,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1B,EventScriptGroup_1B,$B49210,$00,AudioRelated,2,1,1,audio,audio:1 unknown:1,$00:1 $B4:1,unknown_opcode_$B4
1B,EventScriptGroup_1B,$B492D2,$F2,Unknown,1,0,1,controle_basico,unknown:1,$F2:1,unknown_opcode_$F2
1C,EventScriptGroup_1C,$B492F2,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1C,EventScriptGroup_1C,$B4931D,$00,AudioRelated,2,1,1,audio,audio:1 unknown:1,$00:1 $B4:1,unknown_opcode_$B4
1C,EventScriptGroup_1C,$B49401,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1C,EventScriptGroup_1C,$B4943C,$5C,Unknown,1,0,1,controle_basico,unknown:1,$5C:1,unknown_opcode_$5C
1D,EventScriptGroup_1D,$B4945C,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1D,EventScriptGroup_1D,$B49499,$09,StartNestedScriptSlot,6,6,0,objeto_cc,script_control:5 special_unknown:1,$09:4 $38:1 $10:1,stop_or_wait_opcode_$10
1D,EventScriptGroup_1D,$B49513,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1D,EventScriptGroup_1D,$B4958B,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1D,EventScriptGroup_1D,$B4967A,$9A,Unknown,1,0,1,controle_basico,unknown:1,$9A:1,unknown_opcode_$9A
1E,EventScriptGroup_1E,$B4969A,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1E,EventScriptGroup_1E,$B49A3F,$5F,Unknown,1,0,1,controle_basico,unknown:1,$5F:1,unknown_opcode_$5F
1F,EventScriptGroup_1F,$B49A5F,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1F,EventScriptGroup_1F,$B49C2A,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1F,EventScriptGroup_1F,$B49DD5,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
1F,EventScriptGroup_1F,$B49E31,$51,Unknown,1,0,1,controle_basico,unknown:1,$51:1,unknown_opcode_$51
20,EventScriptGroup_20,$B49E51,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
20,EventScriptGroup_20,$B49F13,$33,PickupMole,2,1,1,controle_basico,special_unknown:1 unknown:1,$33:1 $9F:1,unknown_opcode_$9F
21,EventScriptGroup_21,$B49F33,$09,StartNestedScriptSlot,2,2,0,objeto_cc,script_control:2,$09:1 $10:1,stop_or_wait_opcode_$10
21,EventScriptGroup_21,$B49FD8,$F8,Unknown,1,0,1,controle_basico,unknown:1,$F8:1,unknown_opcode_$F8
22,EventScriptGroup_22,$B49FF8,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A045,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A091,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A0B6,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A0D2,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A11E,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A141,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A1BC,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A1D8,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A278,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A297,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A301,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A321,$50,ToolsStopOrWait,1,1,0,controle_basico,script_control:1,$50:1,stop_or_wait_opcode_$50
22,EventScriptGroup_22,$B4A37F,$9F,Unknown,1,0,1,controle_basico,unknown:1,$9F:1,unknown_opcode_$9F
23,EventScriptGroup_23,$B4A39F,$09,StartNestedScriptSlot,9,9,0,"objeto_cc, transicao_tela, audio",script_control:4 screen_transition:2 special_unknown:1 audio:1 flags_values:1,$09:3 $08:1 $38:1 $2C:1 $0C:1 $11:1 $10:1,stop_or_wait_opcode_$10
23,EventScriptGroup_23,$B4A455,$75,Unknown,1,0,1,controle_basico,unknown:1,$75:1,unknown_opcode_$75
24,EventScriptGroup_24,$B4A475,$08,ChangeGameState,6,5,1,"objeto_cc, transicao_tela",cc_state_object:2 screen_transition:1 special_unknown:1 time_rng_palette:1 unknown:1,$08:1 $1A:1 $38:1 $3A:1 $03:1 $7B:1,unknown_opcode_$7B
24,EventScriptGroup_24,$B4A531,$08,ChangeGameState,6,5,1,"objeto_cc, transicao_tela",cc_state_object:2 screen_transition:1 special_unknown:1 time_rng_palette:1 unknown:1,$08:1 $1A:1 $38:1 $3A:1 $03:1 $9B:1,unknown_opcode_$9B
24,EventScriptGroup_24,$B4A55D,$08,ChangeGameState,6,5,1,"objeto_cc, transicao_tela",cc_state_object:2 screen_transition:1 special_unknown:1 time_rng_palette:1 unknown:1,$08:1 $1A:1 $38:1 $3A:1 $03:1 $5F:1,unknown_opcode_$5F
24,EventScriptGroup_24,$B4A589,$08,ChangeGameState,6,5,1,"objeto_cc, transicao_tela",cc_state_object:2 screen_transition:1 special_unknown:1 time_rng_palette:1 unknown:1,$08:1 $1A:1 $38:1 $3A:1 $03:1 $5F:1,unknown_opcode_$5F
24,EventScriptGroup_24,$B4A5B5,$D5,Unknown,1,0,1,controle_basico,unknown:1,$D5:1,unknown_opcode_$D5
25,EventScriptGroup_25,$B4A5D5,$02,StopTimeFlow,10,10,0,"objeto_cc, transicao_tela, player_anim",player_camera_motion:2 screen_transition:2 script_control:2 flags_values:2 time_rng_palette:1 special_unknown:1,$02:1 $05:1 $07:1 $08:1 $09:1 $38:1 $0B:1 $0C:1 $11:1 $10:1,stop_or_wait_opcode_$10
25,EventScriptGroup_25,$B4A60D,$2D,CCStateChange9,2,1,1,objeto_cc,cc_state_object:1 unknown:1,$2D:1 $B6:1,unknown_opcode_$B6
26,EventScriptGroup_26,$B4A62D,$4F,Set60,2,1,1,objeto_cc,cc_state_object:1 unknown:1,$4F:1 $51:1,unknown_opcode_$51
26,EventScriptGroup_26,$B4B48E,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
26,EventScriptGroup_26,$B4B65E,$7E,Unknown,1,0,1,controle_basico,unknown:1,$7E:1,unknown_opcode_$7E
27,EventScriptGroup_27,$B4B67E,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
27,EventScriptGroup_27,$B4B947,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
27,EventScriptGroup_27,$B4B9C2,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
27,EventScriptGroup_27,$B4BA8E,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
27,EventScriptGroup_27,$B4BACB,$EB,Unknown,1,0,1,controle_basico,unknown:1,$EB:1,unknown_opcode_$EB
28,EventScriptGroup_28,$B4BAEB,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
28,EventScriptGroup_28,$B4BB06,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
28,EventScriptGroup_28,$B4BD19,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
28,EventScriptGroup_28,$B4C3AC,$4F,Set60,2,2,0,objeto_cc,cc_state_object:1 script_control:1,$4F:1 $50:1,stop_or_wait_opcode_$50
28,EventScriptGroup_28,$B4C427,$47,SetValueShort,2,1,1,flags_memoria,flags_values:1 unknown:1,$47:1 $C4:1,unknown_opcode_$C4
