group,label,entry,script_target,command_index,command_addr,opcode,relation,symbol,bit_or_value,extra
$04,EventScriptGroup_04,0,$B3C527,41,$B3C5D8,$16,read_condition,$7F1F19,between_$00_$01,
$04,EventScriptGroup_04,0,$B3C527,42,$B3C5E0,$16,read_condition,$7F1F19,between_$02_$03,
$04,EventScriptGroup_04,0,$B3C527,44,$B3C5EB,$1C,dialog_text_id,Text_$003E,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,46,$B3C5F2,$1C,dialog_text_id,Text_$003F,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,48,$B3C5F9,$1C,dialog_text_id,Text_$01CE,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,54,$B3C613,$45,read_condition,$7F1F1F,word_$0000,
$04,EventScriptGroup_04,0,$B3C527,55,$B3C61D,$1C,dialog_text_id,Text_$043D,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,57,$B3C624,$1C,dialog_text_id,Text_$0174,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,59,$B3C62B,$15,read_condition,$80091E,eq_$02,
$04,EventScriptGroup_04,0,$B3C527,60,$B3C632,$15,read_condition,$80091E,eq_$06,
$04,EventScriptGroup_04,0,$B3C527,61,$B3C639,$16,read_condition,$80091E,between_$01_$07,
$04,EventScriptGroup_04,0,$B3C527,62,$B3C641,$15,read_condition,$80091E,eq_$19,
$04,EventScriptGroup_04,0,$B3C527,63,$B3C648,$15,read_condition,$80091E,eq_$49,
$04,EventScriptGroup_04,0,$B3C527,64,$B3C64F,$16,read_condition,$80091E,between_$10_$17,
$04,EventScriptGroup_04,0,$B3C527,65,$B3C657,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,0,$B3C527,66,$B3C65F,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,68,$B3C666,$1C,dialog_text_id,Text_$03B0,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,71,$B3C673,$1C,dialog_text_id,Text_$0212,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,74,$B3C680,$1C,dialog_text_id,Text_$03B5,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,77,$B3C68D,$1C,dialog_text_id,Text_$03B2,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,80,$B3C69A,$1C,dialog_text_id,Text_$01D9,mode_$00,
$04,EventScriptGroup_04,0,$B3C527,83,$B3C6A7,$1C,dialog_text_id,Text_$0091,mode_$00,
$04,EventScriptGroup_04,1,$B3C6AE,8,$B3C6CC,$1C,dialog_text_id,Text_$01E0,mode_$00,
$04,EventScriptGroup_04,1,$B3C6AE,10,$B3C6D3,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,1,$B3C6AE,11,$B3C6DB,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,1,$B3C6AE,13,$B3C6E2,$1C,dialog_text_id,Text_$03B0,mode_$00,
$04,EventScriptGroup_04,1,$B3C6AE,15,$B3C6E9,$14,read_condition,$7F1F6A,bit_$0C,
$04,EventScriptGroup_04,1,$B3C6AE,16,$B3C6F0,$1C,dialog_text_id,Text_$005B,mode_$00,
$04,EventScriptGroup_04,1,$B3C6AE,18,$B3C6F7,$1C,dialog_text_id,Text_$01CF,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,5,$B3C70C,$14,read_condition,$7F1F66,bit_$02,
$04,EventScriptGroup_04,2,$B3C6FE,6,$B3C713,$14,read_condition,$7F1F6C,bit_$00,
$04,EventScriptGroup_04,2,$B3C6FE,13,$B3C734,$1C,dialog_text_id,Text_$01C6,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,15,$B3C73B,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,2,$B3C6FE,16,$B3C743,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,18,$B3C74A,$1C,dialog_text_id,Text_$03B9,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,20,$B3C751,$1C,dialog_text_id,Text_$004B,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,27,$B3C76E,$45,read_condition,$7F1F23,word_$0000,
$04,EventScriptGroup_04,2,$B3C6FE,28,$B3C778,$1C,dialog_text_id,Text_$043F,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,30,$B3C77F,$1C,dialog_text_id,Text_$0178,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,32,$B3C786,$15,read_condition,$80091E,eq_$02,
$04,EventScriptGroup_04,2,$B3C6FE,33,$B3C78D,$15,read_condition,$80091E,eq_$05,
$04,EventScriptGroup_04,2,$B3C6FE,34,$B3C794,$15,read_condition,$80091E,eq_$06,
$04,EventScriptGroup_04,2,$B3C6FE,35,$B3C79B,$16,read_condition,$80091E,between_$01_$07,
$04,EventScriptGroup_04,2,$B3C6FE,36,$B3C7A3,$16,read_condition,$80091E,between_$10_$17,
$04,EventScriptGroup_04,2,$B3C6FE,37,$B3C7AB,$15,read_condition,$80091E,eq_$18,
$04,EventScriptGroup_04,2,$B3C6FE,38,$B3C7B2,$15,read_condition,$80091E,eq_$19,
$04,EventScriptGroup_04,2,$B3C6FE,39,$B3C7B9,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,2,$B3C6FE,40,$B3C7C1,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,42,$B3C7C8,$1C,dialog_text_id,Text_$03B2,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,45,$B3C7D5,$1C,dialog_text_id,Text_$0212,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,48,$B3C7E2,$1C,dialog_text_id,Text_$03B1,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,51,$B3C7EF,$1C,dialog_text_id,Text_$01D9,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,54,$B3C7FC,$1C,dialog_text_id,Text_$0143,mode_$00,
$04,EventScriptGroup_04,2,$B3C6FE,57,$B3C809,$1C,dialog_text_id,Text_$00C0,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,5,$B3C81E,$14,read_condition,$7F1F66,bit_$01,
$04,EventScriptGroup_04,3,$B3C810,12,$B3C83F,$1C,dialog_text_id,Text_$01CA,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,14,$B3C846,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,3,$B3C810,15,$B3C84E,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,17,$B3C855,$1C,dialog_text_id,Text_$0049,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,19,$B3C85C,$14,read_condition,$7F1F6A,bit_$0E,
$04,EventScriptGroup_04,3,$B3C810,20,$B3C863,$1C,dialog_text_id,Text_$0079,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,22,$B3C86A,$1C,dialog_text_id,Text_$01DC,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,30,$B3C88E,$45,read_condition,$7F1F21,word_$0000,
$04,EventScriptGroup_04,3,$B3C810,31,$B3C898,$1C,dialog_text_id,Text_$043E,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,33,$B3C89F,$1C,dialog_text_id,Text_$0176,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,35,$B3C8A6,$15,read_condition,$80091E,eq_$02,
$04,EventScriptGroup_04,3,$B3C810,36,$B3C8AD,$16,read_condition,$80091E,between_$01_$07,
$04,EventScriptGroup_04,3,$B3C810,37,$B3C8B5,$16,read_condition,$80091E,between_$10_$17,
$04,EventScriptGroup_04,3,$B3C810,38,$B3C8BD,$15,read_condition,$80091E,eq_$06,
$04,EventScriptGroup_04,3,$B3C810,39,$B3C8C4,$15,read_condition,$80091E,eq_$19,
$04,EventScriptGroup_04,3,$B3C810,40,$B3C8CB,$15,read_condition,$80091E,eq_$49,
$04,EventScriptGroup_04,3,$B3C810,41,$B3C8D2,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,3,$B3C810,42,$B3C8DA,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,44,$B3C8E1,$1C,dialog_text_id,Text_$03B4,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,47,$B3C8EE,$1C,dialog_text_id,Text_$03B2,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,50,$B3C8FB,$1C,dialog_text_id,Text_$0212,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,53,$B3C908,$1C,dialog_text_id,Text_$03B4,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,56,$B3C915,$14,read_condition,$7F1F6A,bit_$0E,
$04,EventScriptGroup_04,3,$B3C810,57,$B3C91C,$1C,dialog_text_id,Text_$00A9,mode_$00,
$04,EventScriptGroup_04,3,$B3C810,59,$B3C923,$1C,dialog_text_id,Text_$01DE,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,3,$B3C933,$14,read_condition,$7F1F6C,bit_$02,
$04,EventScriptGroup_04,4,$B3C92A,4,$B3C93A,$14,read_condition,$7F1F6C,bit_$03,
$04,EventScriptGroup_04,4,$B3C92A,9,$B3C94E,$14,read_condition,$7F1F66,bit_$03,
$04,EventScriptGroup_04,4,$B3C92A,20,$B3C980,$1C,dialog_text_id,Text_$01C7,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,22,$B3C987,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,4,$B3C92A,23,$B3C98F,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,25,$B3C996,$1C,dialog_text_id,Text_$03BB,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,27,$B3C99D,$14,read_condition,$7F1F6C,bit_$02,
$04,EventScriptGroup_04,4,$B3C92A,28,$B3C9A4,$1C,dialog_text_id,Text_$0050,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,30,$B3C9AB,$1C,dialog_text_id,Text_$01ED,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,35,$B3C9C2,$1C,dialog_text_id,Text_$03BC,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,37,$B3C9C9,$1C,dialog_text_id,Text_$0054,mode_$02,
$04,EventScriptGroup_04,4,$B3C92A,38,$B3C9CD,$1C,dialog_text_id,Text_$0055,mode_$01,
$04,EventScriptGroup_04,4,$B3C92A,44,$B3C9E7,$45,read_condition,$7F1F25,word_$0000,
$04,EventScriptGroup_04,4,$B3C92A,45,$B3C9F1,$1C,dialog_text_id,Text_$0440,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,47,$B3C9F8,$1C,dialog_text_id,Text_$017A,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,49,$B3C9FF,$15,read_condition,$80091E,eq_$02,
$04,EventScriptGroup_04,4,$B3C92A,50,$B3CA06,$16,read_condition,$80091E,between_$01_$05,
$04,EventScriptGroup_04,4,$B3C92A,51,$B3CA0E,$15,read_condition,$80091E,eq_$07,
$04,EventScriptGroup_04,4,$B3C92A,52,$B3CA15,$15,read_condition,$80091E,eq_$19,
$04,EventScriptGroup_04,4,$B3C92A,53,$B3CA1C,$15,read_condition,$80091E,eq_$49,
$04,EventScriptGroup_04,4,$B3C92A,54,$B3CA23,$16,read_condition,$80091E,between_$10_$13,
$04,EventScriptGroup_04,4,$B3C92A,55,$B3CA2B,$16,read_condition,$80091E,between_$14_$17,
$04,EventScriptGroup_04,4,$B3C92A,56,$B3CA33,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,4,$B3C92A,57,$B3CA3B,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,59,$B3CA42,$1C,dialog_text_id,Text_$03B0,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,62,$B3CA4F,$1C,dialog_text_id,Text_$03B2,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,65,$B3CA5C,$1C,dialog_text_id,Text_$03B3,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,68,$B3CA69,$1C,dialog_text_id,Text_$0212,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,71,$B3CA76,$1C,dialog_text_id,Text_$01DA,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,74,$B3CA83,$14,read_condition,$7F1F6C,bit_$02,
$04,EventScriptGroup_04,4,$B3C92A,75,$B3CA8A,$1C,dialog_text_id,Text_$00D5,mode_$00,
$04,EventScriptGroup_04,4,$B3C92A,77,$B3CA91,$1C,dialog_text_id,Text_$01EE,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,8,$B3CAB9,$1C,dialog_text_id,Text_$01CA,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,11,$B3CAC4,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,5,$B3CA98,12,$B3CACC,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,14,$B3CAD3,$1C,dialog_text_id,Text_$03BB,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,16,$B3CADA,$14,read_condition,$7F1F6A,bit_$0C,
$04,EventScriptGroup_04,5,$B3CA98,17,$B3CAE1,$14,read_condition,$7F1F6A,bit_$0E,
$04,EventScriptGroup_04,5,$B3CA98,18,$B3CAE8,$14,read_condition,$7F1F6C,bit_$00,
$04,EventScriptGroup_04,5,$B3CA98,19,$B3CAEF,$14,read_condition,$7F1F6C,bit_$02,
$04,EventScriptGroup_04,5,$B3CA98,20,$B3CAF6,$1C,dialog_text_id,Text_$0062,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,22,$B3CAFD,$1C,dialog_text_id,Text_$01D1,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,25,$B3CB08,$1C,dialog_text_id,Text_$01DD,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,28,$B3CB13,$1C,dialog_text_id,Text_$01E6,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,31,$B3CB1E,$1C,dialog_text_id,Text_$01EF,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,38,$B3CB3C,$1C,dialog_text_id,Text_$01CB,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,40,$B3CB43,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,5,$B3CA98,41,$B3CB4B,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,43,$B3CB52,$1C,dialog_text_id,Text_$03BA,mode_$00,
$04,EventScriptGroup_04,5,$B3CA98,45,$B3CB59,$1C,dialog_text_id,Text_$0068,mode_$00,
$04,EventScriptGroup_04,6,$B3CB60,7,$B3CB7D,$1C,dialog_text_id,Text_$01C9,mode_$00,
$04,EventScriptGroup_04,6,$B3CB60,10,$B3CB88,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,6,$B3CB60,11,$B3CB90,$1C,dialog_text_id,Text_$0200,mode_$00,
$04,EventScriptGroup_04,6,$B3CB60,13,$B3CB97,$1C,dialog_text_id,Text_$03BB,mode_$00,
$04,EventScriptGroup_04,6,$B3CB60,15,$B3CB9E,$1C,dialog_text_id,Text_$005E,mode_$00,
$04,EventScriptGroup_04,7,$B3CBA5,9,$B3CBC7,$1C,dialog_text_id,Text_$01C8,mode_$00,
$04,EventScriptGroup_04,7,$B3CBA5,11,$B3CBCE,$16,read_condition,$80091E,between_$09_$0C,
$04,EventScriptGroup_04,7,$B3CBA5,12,$B3CBD6,$1C,dialog_text_id,Text_$03BC,mode_$00,
$04,EventScriptGroup_04,7,$B3CBA5,14,$B3CBDD,$1C,dialog_text_id,Text_$03BB,mode_$00,
$04,EventScriptGroup_04,7,$B3CBA5,16,$B3CBE4,$1C,dialog_text_id,Text_$0150,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,12,$B3CCBB,$14,read_condition,$7F1F66,bit_$03,
$05,EventScriptGroup_05,0,$B3CC91,14,$B3CCC6,$14,read_condition,$7F1F66,bit_$04,
$05,EventScriptGroup_05,0,$B3CC91,15,$B3CCCD,$14,read_condition,$7F1F6C,bit_$04,
$05,EventScriptGroup_05,0,$B3CC91,22,$B3CCEE,$1C,dialog_text_id,Text_$01C9,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,24,$B3CCF5,$16,read_condition,$80091E,between_$09_$0C,
$05,EventScriptGroup_05,0,$B3CC91,25,$B3CCFD,$1C,dialog_text_id,Text_$03BC,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,27,$B3CD04,$1C,dialog_text_id,Text_$03BB,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,29,$B3CD0B,$14,read_condition,$7F1F6C,bit_$04,
$05,EventScriptGroup_05,0,$B3CC91,30,$B3CD12,$15,read_condition,$7F1F19,eq_$03,
$05,EventScriptGroup_05,0,$B3CC91,31,$B3CD19,$14,read_condition,$7F1F66,bit_$04,
$05,EventScriptGroup_05,0,$B3CC91,36,$B3CD2D,$1C,dialog_text_id,Text_$0069,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,39,$B3CD38,$1C,dialog_text_id,Text_$03DD,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,42,$B3CD43,$1C,dialog_text_id,Text_$03DE,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,45,$B3CD4E,$15,read_condition,$7F1F1B,eq_$1E,
$05,EventScriptGroup_05,0,$B3CC91,46,$B3CD55,$1C,dialog_text_id,Text_$0069,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,49,$B3CD60,$1C,dialog_text_id,Text_$03F6,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,53,$B3CD71,$1C,dialog_text_id,Text_$01FB,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,59,$B3CD8C,$1C,dialog_text_id,Text_$03BC,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,61,$B3CD93,$15,read_condition,$7F1F19,eq_$03,
$05,EventScriptGroup_05,0,$B3CC91,62,$B3CD9A,$1C,dialog_text_id,Text_$0056,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,64,$B3CDA1,$15,read_condition,$7F1F1B,eq_$1E,
$05,EventScriptGroup_05,0,$B3CC91,65,$B3CDA8,$1C,dialog_text_id,Text_$0056,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,67,$B3CDAF,$1C,dialog_text_id,Text_$03FD,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,69,$B3CDB6,$15,read_condition,$7F1F19,eq_$02,
$05,EventScriptGroup_05,0,$B3CC91,70,$B3CDBD,$15,read_condition,$7F1F19,eq_$03,
$05,EventScriptGroup_05,0,$B3CC91,74,$B3CDD4,$16,read_condition,$80091E,between_$09_$0C,
$05,EventScriptGroup_05,0,$B3CC91,75,$B3CDDC,$1C,dialog_text_id,Text_$0200,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,78,$B3CDE7,$1C,dialog_text_id,Text_$03B8,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,81,$B3CDF2,$14,read_condition,$7F1F66,bit_$00,
$05,EventScriptGroup_05,0,$B3CC91,82,$B3CDF9,$14,read_condition,$7F1F66,bit_$01,
$05,EventScriptGroup_05,0,$B3CC91,83,$B3CE00,$14,read_condition,$7F1F66,bit_$02,
$05,EventScriptGroup_05,0,$B3CC91,84,$B3CE07,$14,read_condition,$7F1F66,bit_$03,
$05,EventScriptGroup_05,0,$B3CC91,85,$B3CE0E,$14,read_condition,$7F1F66,bit_$04,
$05,EventScriptGroup_05,0,$B3CC91,86,$B3CE15,$1C,dialog_text_id,Text_$0077,mode_$00,
$05,EventScriptGroup_05,0,$B3CC91,89,$B3CE20,$1C,dialog_text_id,Text_$03E2,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,6,$B3D479,$14,read_condition,$7F1F66,bit_$00,
$06,EventScriptGroup_06,0,$B3D467,7,$B3D480,$14,read_condition,$7F1F6A,bit_$0C,
$06,EventScriptGroup_06,0,$B3D467,14,$B3D4A5,$16,read_condition,$80091E,between_$09_$0C,
$06,EventScriptGroup_06,0,$B3D467,15,$B3D4AD,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,17,$B3D4B4,$1C,dialog_text_id,Text_$03B8,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,19,$B3D4BB,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,0,$B3D467,20,$B3D4C2,$1C,dialog_text_id,Text_$0153,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,22,$B3D4C9,$1C,dialog_text_id,Text_$0400,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,27,$B3D4E0,$16,read_condition,$80091E,between_$09_$0C,
$06,EventScriptGroup_06,0,$B3D467,28,$B3D4E8,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,30,$B3D4EF,$1C,dialog_text_id,Text_$03B9,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,32,$B3D4F6,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,0,$B3D467,33,$B3D4FD,$1C,dialog_text_id,Text_$0154,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,35,$B3D504,$1C,dialog_text_id,Text_$0401,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,41,$B3D51E,$45,read_condition,$7F1F1F,word_$0000,
$06,EventScriptGroup_06,0,$B3D467,42,$B3D528,$1C,dialog_text_id,Text_$043D,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,44,$B3D52F,$1C,dialog_text_id,Text_$0174,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,46,$B3D536,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,0,$B3D467,47,$B3D53D,$1C,dialog_text_id,Text_$0155,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,49,$B3D544,$1C,dialog_text_id,Text_$0161,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,51,$B3D54B,$15,read_condition,$80091E,eq_$02,
$06,EventScriptGroup_06,0,$B3D467,52,$B3D552,$16,read_condition,$80091E,between_$03_$05,
$06,EventScriptGroup_06,0,$B3D467,53,$B3D55A,$15,read_condition,$80091E,eq_$56,
$06,EventScriptGroup_06,0,$B3D467,54,$B3D561,$15,read_condition,$80091E,eq_$19,
$06,EventScriptGroup_06,0,$B3D467,55,$B3D568,$15,read_condition,$80091E,eq_$49,
$06,EventScriptGroup_06,0,$B3D467,56,$B3D56F,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,58,$B3D576,$1C,dialog_text_id,Text_$03B0,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,61,$B3D583,$1C,dialog_text_id,Text_$0212,mode_$00,
$06,EventScriptGroup_06,0,$B3D467,64,$B3D590,$1C,dialog_text_id,Text_$03B5,mode_$00,
$06,EventScriptGroup_06,1,$B3D59D,7,$B3D5B8,$16,read_condition,$80091E,between_$09_$0C,
$06,EventScriptGroup_06,1,$B3D59D,8,$B3D5C0,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,1,$B3D59D,10,$B3D5C7,$1C,dialog_text_id,Text_$03B0,mode_$00,
$06,EventScriptGroup_06,1,$B3D59D,12,$B3D5CE,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,1,$B3D59D,13,$B3D5D5,$1C,dialog_text_id,Text_$015A,mode_$00,
$06,EventScriptGroup_06,1,$B3D59D,15,$B3D5DC,$1C,dialog_text_id,Text_$016F,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,5,$B3D5F1,$14,read_condition,$7F1F66,bit_$02,
$06,EventScriptGroup_06,2,$B3D5E3,6,$B3D5F8,$14,read_condition,$7F1F6C,bit_$00,
$06,EventScriptGroup_06,2,$B3D5E3,12,$B3D616,$16,read_condition,$80091E,between_$09_$0C,
$06,EventScriptGroup_06,2,$B3D5E3,13,$B3D61E,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,15,$B3D625,$1C,dialog_text_id,Text_$03B9,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,17,$B3D62C,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,2,$B3D5E3,18,$B3D633,$1C,dialog_text_id,Text_$0158,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,20,$B3D63A,$1C,dialog_text_id,Text_$016B,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,27,$B3D657,$45,read_condition,$7F1F23,word_$0000,
$06,EventScriptGroup_06,2,$B3D5E3,28,$B3D661,$1C,dialog_text_id,Text_$043F,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,30,$B3D668,$1C,dialog_text_id,Text_$0178,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,32,$B3D66F,$16,read_condition,$80091E,between_$01_$04,
$06,EventScriptGroup_06,2,$B3D5E3,33,$B3D677,$15,read_condition,$80091E,eq_$05,
$06,EventScriptGroup_06,2,$B3D5E3,34,$B3D67E,$15,read_condition,$80091E,eq_$06,
$06,EventScriptGroup_06,2,$B3D5E3,35,$B3D685,$15,read_condition,$80091E,eq_$19,
$06,EventScriptGroup_06,2,$B3D5E3,36,$B3D68C,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,38,$B3D693,$1C,dialog_text_id,Text_$03B2,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,41,$B3D6A0,$1C,dialog_text_id,Text_$0212,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,44,$B3D6AD,$1C,dialog_text_id,Text_$03B1,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,47,$B3D6BA,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,2,$B3D5E3,48,$B3D6C1,$1C,dialog_text_id,Text_$0159,mode_$00,
$06,EventScriptGroup_06,2,$B3D5E3,50,$B3D6C8,$1C,dialog_text_id,Text_$0163,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,5,$B3D6DD,$14,read_condition,$7F1F66,bit_$01,
$06,EventScriptGroup_06,3,$B3D6CF,11,$B3D6FB,$16,read_condition,$80091E,between_$09_$0C,
$06,EventScriptGroup_06,3,$B3D6CF,12,$B3D703,$1C,dialog_text_id,Text_$0200,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,14,$B3D70A,$1C,dialog_text_id,Text_$0049,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,16,$B3D711,$14,read_condition,$7F1F64,bit_$05,
$06,EventScriptGroup_06,3,$B3D6CF,17,$B3D718,$1C,dialog_text_id,Text_$0156,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,19,$B3D71F,$1C,dialog_text_id,Text_$016F,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,27,$B3D743,$45,read_condition,$7F1F25,word_$0000,
$06,EventScriptGroup_06,3,$B3D6CF,28,$B3D74D,$1C,dialog_text_id,Text_$043E,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,30,$B3D754,$1C,dialog_text_id,Text_$0176,mode_$00,
$06,EventScriptGroup_06,3,$B3D6CF,32,$B3D75B,$15,read_condition,$80091E,eq_$01,
$06,EventScriptGroup_06,3,$B3D6CF,33,$B3D762,$15,read_condition,$80091E,eq_$02,
$06,EventScriptGroup_06,3,$B3D6CF,34,$B3D769,$16,read_condition,$80091E,between_$03_$07,
